Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,15,2
410460005,410459897,15,9
410460005,410482568,15,1
410460005,410482572,15,1
410460005,410482520,15,1
410460005,410462101,15,2
410460005,410462103,15,1
410460005,1531005322,15,9
410460005,410475114,15,2
410460005,410465916,15,2
410460005,410465916,15,3
410460005,410465917,15,2
410460005,410464251,15,5
410460005,410466111,15,1
410460005,410462762,15,5
410460005,410465915,15,3
410460005,410465917,15,3
410459657,410462103,15,1
410459657,410475114,15,1
410459904,410462103,15,1
410459904,410475114,15,1
410459897,410467153,15,1
410459897,410462103,15,1
410459897,410475114,15,1
410459897,410464251,15,1
410459897,410465915,15,1
410459901,410459904,15,1
410459901,410467153,15,1
410459901,410482564,15,1
410459901,410464251,15,2
410459901,410465915,15,1
410482568,410465917,15,1
410482572,410465915,15,2
410482520,410466111,15,1
410482520,410465917,15,2
410483103,410466111,15,1
410483103,410465917,15,1
410467153,410483103,15,1
410467153,410465915,15,1
410462101,410483103,15,1
410462101,1531005322,15,7
410462101,410482570,15,1
410462101,410465916,15,2
410462101,410464251,15,1
410462103,1531005322,15,11
410462103,410475114,15,1
410459651,1531005322,15,1
1531005322,410482491,15,3
1531005322,410482568,15,1
1531005322,410482572,15,2
1531005322,410482520,15,9
1531005322,410482551,15,1
1531005322,410464248,15,4
1531005322,410480716,15,1
1531005322,410465916,15,3
1531005322,410465916,15,3
1531005322,410465917,15,2
1531005322,410464251,15,6
1531005322,410466111,15,4
1531005322,410465915,15,2
1531005322,410465917,15,3
1531005322,410462762,15,2
410475114,410482572,15,1
410475114,410482520,15,1
410475114,410482564,15,1
410475114,410465917,15,1
410475114,410462762,15,1
410475114,410465917,15,1
410471030,410466111,15,1
410471081,410465917,15,1
410471081,410464251,15,1
410482551,410465916,15,2
410482570,410466111,15,2
410482564,410464251,15,1
410464248,410465916,15,1
410464248,410464251,15,5
410464248,410466111,15,1
410480724,410464251,15,1
410480722,410465916,15,1
410480722,410466111,15,1
410480716,410465917,15,3
410480716,410465915,15,1
410480716,410465915,15,1
410465916,410464251,15,4
410465916,410465915,15,2
410466111,410464251,15,6
410462762,410464251,15,17
410462762,410464251,15,1
410465915,410464251,15,2
410465915,410466111,15,2
410465915,410462762,15,4
410465917,410464251,15,6
410465917,410466111,15,1
410465917,410464251,15,1
410465917,410465915,15,1
