Boarding Stop,Alighting Stop,Hour,Total
410482562,410471005,11,1
410482491,4623289717,11,1
410482491,1268343846,11,1
410482568,410470959,11,1
410482568,410464255,11,1
410482568,4623289717,11,3
410482572,410464255,11,2
410482572,-1849457018,11,1
410482572,410478275,11,1
410482572,4623289717,11,1
410482520,410464255,11,1
410482520,-410478273,11,1
410482520,4623289717,11,4
410483103,410482572,11,1
410483103,410482564,11,1
410486516,410486293,11,1
410486516,1531005322,11,1
410486516,410475114,11,3
410486516,4623289717,11,1
1855320978,1531005322,11,4
1855320978,410467574,11,1
410486969,410483103,11,1
410486969,410464255,11,1
410486969,4623289717,11,1
410486969,410459494,11,1
4430976208,410486516,11,1
4430976208,1531005322,11,5
4430976208,410475114,11,3
4430976208,410464255,11,1
4430976208,410478275,11,1
410486293,1531005322,11,4
410486293,410482047,11,2
410486955,410483103,11,1
410486955,1531005322,11,21
410486955,410475114,11,1
410486955,410478275,11,2
410486955,4623289717,11,1
410486991,410486966,11,1
410486991,4430976208,11,1
410486991,1531005322,11,15
410486991,410475114,11,1
410486991,410471005,11,1
410486991,410464255,11,2
410486991,4623289717,11,1
410462293,410486516,11,1
410462293,4430976208,11,3
410462293,1531005322,11,1
410462293,410462291,11,1
410462293,4623289717,11,1
410462266,410486991,11,1
410462266,410478275,11,1
410462266,4623289717,11,2
410462266,410467553,11,1
410462266,410459494,11,1
1847853709,410474348,11,1
1849631331,410462211,11,1
1849631331,410474760,11,2
1849631331,410474348,11,3
1849631331,2429952037,11,1
1849631331,410464255,11,1
1531005322,410482491,11,1
1531005322,410482568,11,1
410475114,410482520,11,2
410475114,4623289717,11,1
410475114,410459494,11,1
410462291,410482568,11,1
410462291,410482520,11,2
410462291,4430976208,11,2
410462291,1531005322,11,12
410462291,410475114,11,1
410462291,410470959,11,1
410462291,410482564,11,2
410462291,410471005,11,2
410462291,410464255,11,2
410462291,-1849457018,11,2
410462291,4623289717,11,2
410462211,410486293,11,2
410462211,410486955,11,1
410462211,1531005322,11,4
410462211,410478275,11,1
410462211,4623289717,11,2
410474760,2429952037,11,1
410474760,1849631273,11,1
410474760,410478271,11,2
410474348,4430976208,11,2
410474348,2429952037,11,1
410474348,1849631273,11,1
410474348,-1849457018,11,1
410474348,410478275,11,3
410474348,4623289717,11,1
410474348,410459494,11,4
2429952037,4430976208,11,1
2429952037,410486293,11,1
2429952037,410462266,11,3
2429952037,410462291,11,2
2429952037,410478275,11,1
2429952037,410459494,11,4
1849631269,410482520,11,1
1849631269,1855320978,11,1
1849631269,410486293,11,3
1849631269,410462293,11,1
1849631269,410475114,11,1
1849631269,410462211,11,2
1849631269,2429952037,11,2
1849631269,410464255,11,2
1849631269,410478275,11,1
1849631269,410459494,11,1
1849631269,410467571,11,1
1849631269,410481810,11,1
1849631273,410486293,11,1
1849631273,1531005322,11,2
1849631273,410475114,11,2
1849631273,-410478274,11,1
1849631273,410478275,11,1
1849631273,4623289717,11,2
410470959,410467566,11,2
410471030,4623289717,11,3
410471081,410464255,11,3
410471081,4623289717,11,4
410471081,410478271,11,1
410482551,410478271,11,2
410482564,410464255,11,1
410464255,-410478273,11,2
410464255,4623289717,11,6
410464255,410459494,11,1
410464255,410481810,11,1
-1849457018,410467567,11,1
-410478273,4623289717,11,2
-410478273,410467553,11,1
-410478274,4623289717,11,6
-410478274,410467566,11,1
-410478274,410478271,11,1
410478275,4623289717,11,1
410478275,410459494,11,1
4623289717,410467566,11,1
4623289717,410467567,11,3
4623289717,410481815,11,1
4623289717,410481781,11,2
4623289717,410482047,11,3
410467553,410481783,11,1
410467553,410482047,11,13
410478271,4623289717,11,3
410478271,410459494,11,3
410459494,4623289717,11,5
410459494,410467553,11,1
410459494,410467566,11,1
410459494,410481781,11,1
410481781,410481783,11,1
