,means
0,313.0038147138965
1,307.2505449591281
2,311.11073090610455
3,308.7429316497392
4,313.7900544959128
5,309.9506811989101
6,310.3880108991826
7,310.52792915531336
8,309.68201634877386
9,309.3908719346049
10,310.3837586261566
