,means
0,307.26770341571785
1,307.34965893588
2,304.68116343490306
3,311.70910858094976
4,306.02043596730243
5,315.61414835164834
6,310.5850136239782
7,307.4128065395095
8,303.04277929155313
9,299.41961852861033
10,307.31024366700524
