,time,meanWaitTime
0,601.0,353.4166666666667
0,656.0,341.2857142857143
0,808.0,396.6875
0,886.0,470.625
0,913.0,465.5625
0,975.0,508.9375
0,1167.0,662.7058823529412
0,1170.0,665.7058823529412
0,1189.0,635.4705882352941
0,1201.0,686.1875
0,1332.0,833.6666666666666
0,1343.0,869.0
0,1420.0,745.7777777777778
0,1446.0,812.4705882352941
0,1567.0,766.8947368421053
0,1653.0,811.45
0,1690.0,808.578947368421
0,1772.0,919.2777777777778
0,1801.0,948.2777777777778
0,1832.0,864.3
0,1856.0,885.7368421052631
0,1860.0,889.7368421052631
0,1908.0,838.4761904761905
0,1933.0,863.4761904761905
0,1968.0,913.0
0,1981.0,917.4
0,2033.0,882.1818181818181
0,2111.0,919.6086956521739
0,2113.0,921.6086956521739
0,2119.0,965.6363636363636
0,2160.0,914.1363636363636
0,2169.0,923.1363636363636
0,2173.0,956.7619047619048
0,2183.0,997.15
0,2274.0,977.5
0,2306.0,995.6363636363636
0,2336.0,981.8260869565217
0,2347.0,935.2272727272727
0,2401.0,910.9090909090909
0,2419.0,872.0869565217391
0,2452.0,917.9545454545455
0,2457.0,962.4761904761905
0,2462.0,988.1
0,2479.0,1005.1
0,2517.0,1032.45
0,2533.0,1037.9
0,2539.0,1074.8947368421052
0,2557.0,1012.8421052631579
0,2605.0,1060.842105263158
0,2612.0,1067.842105263158
0,2634.0,1070.2631578947369
0,2674.0,1156.8333333333333
0,2689.0,1229.235294117647
0,2698.0,1281.125
0,2708.0,1298.4
0,2718.0,1308.4
0,2726.0,1397.4285714285713
0,2785.0,1194.6875
0,2786.0,1195.6875
0,2808.0,1272.5333333333333
0,2810.0,1274.5333333333333
0,2822.0,1245.2
0,2835.0,1305.5
0,2840.0,1252.1538461538462
0,2909.0,1150.9333333333334
0,2961.0,1122.142857142857
0,2975.0,1136.142857142857
0,3000.0,1043.0
0,3001.0,1044.0
0,3028.0,975.7142857142857
0,3042.0,1064.2307692307693
0,3062.0,1154.3333333333333
0,3063.0,1155.3333333333333
0,3068.0,1235.090909090909
0,3101.0,1237.090909090909
0,3104.0,1136.9166666666667
0,3109.0,1193.0
0,3189.0,1010.0909090909091
0,3197.0,1018.0909090909091
0,3220.0,1022.1818181818181
0,3232.0,1076.3
0,3267.0,931.0
0,3269.0,933.0
0,3286.0,1029.7272727272727
0,3289.0,1032.7272727272727
0,3294.0,995.7777777777778
0,3298.0,970.4444444444445
0,3339.0,890.8
0,3359.0,910.8
0,3394.0,938.6
0,3399.0,896.5
0,3474.0,689.1428571428571
0,3488.0,703.1428571428571
0,3552.0,602.8333333333334
0,3555.0,605.8333333333334
0,3575.0,661.875
0,3577.0,663.875
0,3601.0,490.5
0,3619.0,504.0625
0,3634.0,517.8666666666667
0,3658.0,508.0625
0,3660.0,510.0625
0,3678.0,492.5
0,3681.0,495.5
0,3684.0,518.8666666666667
0,3732.0,550.0666666666667
0,3754.0,536.5625
0,3764.0,486.5
0,3771.0,493.5
0,3807.0,478.35
0,3815.0,468.1
0,3838.0,490.63157894736844
0,3843.0,495.63157894736844
0,3852.0,479.75
0,3853.0,480.75
0,3859.0,507.0
0,3880.0,537.3888888888889
0,3881.0,538.3888888888889
0,3884.0,544.2352941176471
0,3912.0,595.0625
0,3915.0,598.0625
0,3918.0,624.6666666666666
0,3921.0,627.6666666666666
0,3941.0,647.6666666666666
0,3943.0,649.6666666666666
0,3952.0,711.7692307692307
0,3963.0,776.9166666666666
0,3987.0,741.0769230769231
0,3992.0,746.0769230769231
0,4006.0,788.0
0,4018.0,695.4615384615385
0,4032.0,659.2142857142857
0,4041.0,623.9333333333333
0,4065.0,579.8125
0,4121.0,600.2352941176471
0,4137.0,616.2352941176471
0,4165.0,615.7647058823529
0,4175.0,591.2777777777778
0,4204.0,620.2777777777778
0,4208.0,624.2777777777778
0,4219.0,668.0588235294117
0,4221.0,670.0588235294117
0,4233.0,654.8235294117648
0,4252.0,603.9473684210526
0,4256.0,612.2222222222222
0,4259.0,615.2222222222222
0,4265.0,628.8823529411765
0,4284.0,659.0
0,4297.0,633.0
0,4320.0,620.4444444444445
0,4382.0,698.0
0,4392.0,730.8125
0,4414.0,709.5882352941177
0,4421.0,716.5882352941177
0,4452.0,767.6875
0,4457.0,794.5333333333333
0,4478.0,856.8571428571429
0,4483.0,861.8571428571429
0,4512.0,871.5
0,4524.0,924.2307692307693
0,4532.0,932.2307692307693
0,4555.0,913.6153846153846
0,4560.0,918.6153846153846
0,4577.0,935.6153846153846
0,4584.0,905.0
0,4593.0,946.0
0,4603.0,991.4545454545455
0,4611.0,999.4545454545455
0,4614.0,1002.4545454545455
0,4619.0,1007.4545454545455
0,4657.0,888.5384615384615
0,4660.0,891.5384615384615
0,4690.0,800.4666666666667
0,4693.0,803.4666666666667
0,4702.0,812.4666666666667
0,4704.0,814.4666666666667
0,4728.0,838.4666666666667
0,4730.0,840.4666666666667
0,4747.0,882.7142857142857
0,4760.0,836.4
0,4774.0,850.4
0,4791.0,835.6
0,4801.0,845.6
0,4803.0,871.3571428571429
0,4808.0,818.2
0,4821.0,779.375
0,4848.0,847.8666666666667
0,4849.0,848.8666666666667
