Boarding Stop,Alighting Stop,Hour,Total
410482572,410464255,6,1
410482520,410471005,6,1
410483103,4623289717,6,1
1855320978,1531005322,6,3
1855320978,-410478273,6,1
410486969,1531005322,6,2
4430976208,1531005322,6,2
4430976208,410482570,6,1
4430976208,410464255,6,1
410486955,1531005322,6,3
410486955,410478275,6,1
410486955,4623289717,6,1
410486955,410467553,6,1
410486955,410478271,6,1
410486991,1531005322,6,6
410486991,410475114,6,1
410486991,410482570,6,1
410486991,410464255,6,2
410486991,410478271,6,1
410486991,1847713996,6,1
410462293,410482572,6,1
410462293,410486293,6,1
410462293,410470959,6,1
410462293,410482570,6,1
410462293,410464255,6,1
410462293,410478275,6,3
410462293,4623289717,6,1
410462266,1531005322,6,1
410462266,410471081,6,1
410462266,410478275,6,1
1847853709,410462266,6,1
1847853709,410462291,6,2
1847853709,410462211,6,1
1847853709,410467553,6,1
1847853709,410459494,6,1
1849631331,410462293,6,1
1849631331,410474348,6,2
1531005322,410482520,6,1
1531005322,410471005,6,1
1531005322,410478275,6,1
1531005322,410459494,6,1
410475114,4623289717,6,1
410475114,410478271,6,1
410462291,1855320978,6,1
410462291,1531005322,6,7
410462291,410478275,6,1
410462291,410467564,6,1
410462291,410467567,6,1
410462211,410486991,6,2
410462211,1531005322,6,1
410462211,410470959,6,2
410462211,410464255,6,1
410462211,4623289717,6,1
410462211,410467564,6,1
410474760,4623289717,6,1
410474348,410486516,6,1
410474348,410486293,6,1
410474348,410464255,6,1
2429952037,410462211,6,1
1849631269,410462293,6,2
1849631269,410462291,6,1
1849631269,2429952037,6,1
1849631269,4623289717,6,1
1849631273,410486955,6,2
1849631273,410486991,6,2
1849631273,410464255,6,1
1849631273,4623289717,6,1
1849631273,410467564,6,1
1849631273,410467567,6,1
410482570,410464255,6,1
410482570,-410478274,6,1
410482570,410478271,6,1
410482564,410464255,6,2
410471005,410464255,6,1
410464255,410467553,6,1
410478275,4623289717,6,1
410467553,410467562,6,1
410467564,410467571,6,1
410467564,410482019,6,1
410478271,4623289717,6,2
410478271,410459494,6,1
