Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,18,3
410460005,410459897,18,8
410460005,410482520,18,3
410460005,410462101,18,2
410460005,410462103,18,3
410460005,1531005322,18,6
410460005,410475114,18,5
410460005,410464248,18,2
410460005,410480724,18,2
410460005,410465916,18,1
410460005,410465917,18,3
410460005,410464251,18,6
410460005,410466111,18,2
410460005,410462762,18,2
410460005,410465915,18,1
410459657,410462103,18,1
410459657,1531005322,18,2
410459904,410482520,18,1
410459904,410483103,18,1
410459904,410467153,18,1
410459904,410462103,18,2
410459904,1531005322,18,3
410459904,410465915,18,1
410459897,410462103,18,1
410459897,1531005322,18,3
410459897,410464251,18,1
410459901,410459897,18,1
410459901,1531005322,18,3
410459901,410475114,18,1
410459901,410466111,18,1
410482491,410482570,18,1
410482491,410480724,18,1
410483103,410464248,18,1
410467153,1531005322,18,1
410467153,410471081,18,2
410467153,410465917,18,1
410462101,1531005322,18,8
410462103,1531005322,18,3
410462103,410471081,18,1
410462103,410465915,18,2
410459651,1531005322,18,11
1531005322,410482568,18,3
1531005322,410482572,18,1
1531005322,410482520,18,10
1531005322,410483103,18,1
1531005322,410482564,18,3
1531005322,410480724,18,2
1531005322,410465916,18,1
1531005322,410465916,18,2
1531005322,410465917,18,1
1531005322,410464251,18,2
1531005322,410466111,18,1
1531005322,410462762,18,2
1531005322,410465915,18,1
1531005322,410465915,18,1
410475114,410482568,18,1
410475114,410482572,18,1
410475114,410482520,18,1
410475114,410482564,18,2
410475114,410480716,18,1
410475114,410464251,18,1
410471030,410466111,18,2
410471030,410465915,18,1
410482551,410465917,18,1
410482570,410480724,18,2
410482570,410480716,18,1
410482570,410465916,18,2
410482570,410465917,18,2
410482570,410464251,18,1
410482570,410464251,18,1
410482570,410465915,18,1
410482570,410465915,18,1
410464248,410465917,18,1
410480724,410465917,18,1
410480724,410464251,18,1
410480724,410462762,18,1
410480724,410465917,18,1
410465916,410464251,18,2
410465916,410465915,18,2
410466111,410464251,18,19
410462762,410464251,18,20
410462762,410464251,18,2
410465915,410464251,18,8
410465915,410466111,18,1
410465915,410464251,18,1
410465915,410466111,18,3
410465915,410462762,18,3
410465917,410464251,18,6
410465917,410466111,18,1
410465917,410466111,18,2
410465917,410465915,18,1
