Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,17,4
410460005,410459897,17,6
410460005,410459901,17,1
410460005,410462101,17,6
410460005,410462103,17,4
410460005,1531005322,17,9
410460005,410475114,17,1
410460005,410464248,17,1
410460005,410480724,17,1
410460005,410465916,17,1
410460005,410465916,17,7
410460005,410465917,17,1
410460005,410464251,17,9
410460005,410466111,17,5
410460005,410465915,17,3
410460005,410465917,17,1
410459657,410482568,17,1
410459657,1531005322,17,1
410459897,410465917,17,1
410459901,410482520,17,1
410482562,410464248,17,1
410482568,410462762,17,1
410482572,410462762,17,1
410482520,410480724,17,1
410482520,410464251,17,2
410483103,410471081,17,2
410467153,1531005322,17,5
410467153,410480721,17,2
410462101,410482520,17,1
410462101,1531005322,17,1
410462103,1531005322,17,8
410462103,410464251,17,1
410462103,410466111,17,1
1531005322,410482568,17,3
1531005322,410482520,17,7
1531005322,410480724,17,2
1531005322,410480716,17,2
1531005322,410465916,17,1
1531005322,410465915,17,1
1531005322,410465917,17,3
410475114,410482572,17,1
410475114,410471081,17,1
410475114,410464248,17,2
410475114,410465916,17,1
410471030,410465915,17,1
410471081,410464251,17,1
410471081,410465915,17,1
410482551,410480724,17,1
410482551,410480716,17,1
410482551,410465916,17,1
410482551,410465915,17,3
410482570,410465916,17,1
410482570,410464251,17,1
410482570,410466111,17,1
410482570,410465915,17,1
410482564,410464251,17,1
410480724,410462762,17,4
410480724,410465915,17,1
410480721,410464248,17,1
410480722,410464248,17,1
410480722,410480724,17,1
410480722,410465917,17,1
410480722,410464251,17,2
410480716,410465916,17,1
410465916,410464251,17,4
410466111,410464251,17,14
410462762,410464251,17,22
410465915,410464251,17,5
410465915,410464251,17,2
410465915,410466111,17,6
410465915,410462762,17,1
410465915,410462762,17,1
410465915,410462762,17,1
410465917,410464251,17,3
410465917,410464251,17,1
410465917,410465915,17,1
