Boarding Stop,Alighting Stop,Hour,Total
410482562,410471030,12,1
410482491,410482570,12,4
410482491,410464255,12,4
410482568,410464255,12,3
410482520,410482551,12,1
410482520,410482570,12,1
410482520,410464255,12,4
410482520,410478275,12,2
410482520,4623289717,12,1
410482520,410467566,12,1
410482520,410459494,12,3
410483103,410464255,12,1
410486516,1531005322,12,1
410486516,410478275,12,1
410486966,410464255,12,1
1855320978,410483103,12,1
1855320978,1531005322,12,1
1855320978,410475114,12,1
1855320978,410470959,12,1
1855320978,-410478273,12,1
1855320978,4623289717,12,1
410486969,1531005322,12,7
410486969,410475114,12,1
410486969,4623289717,12,1
4430976208,410482520,12,2
4430976208,1531005322,12,15
4430976208,410475114,12,2
4430976208,410478275,12,2
4430976208,410467562,12,1
410486293,1531005322,12,1
410486293,410475114,12,1
410486293,410482564,12,2
410486955,410486966,12,1
410486955,1531005322,12,17
410486955,410478275,12,1
410486991,410483103,12,1
410486991,4430976208,12,1
410486991,410486293,12,1
410486991,1531005322,12,17
410486991,410475114,12,5
410486991,410464255,12,2
410462293,410482568,12,1
410462293,4430976208,12,1
410462293,410486955,12,1
410462293,1531005322,12,2
410462293,4623289717,12,2
410462293,410467564,12,1
410462266,1531005322,12,2
410462266,4623289717,12,1
410462266,410467564,12,1
410462266,410467562,12,2
1847853709,4430976208,12,2
1847853709,410486955,12,1
1847853709,410486991,12,2
1847853709,410462291,12,1
1847853709,410462211,12,1
1847853709,2429952037,12,1
1847853709,1849631269,12,2
1847853709,4623289717,12,2
1849631331,410486991,12,1
1849631331,410474348,12,3
1849631331,2429952037,12,1
1531005322,410482491,12,1
1531005322,410482568,12,1
1531005322,410471081,12,2
1531005322,410478275,12,1
1531005322,410467574,12,1
1531005322,410467571,12,1
410475114,4623289717,12,2
410462291,410486969,12,1
410462291,4430976208,12,2
410462291,1531005322,12,24
410462291,410475114,12,3
410462291,410482570,12,1
410462291,410464255,12,1
410462291,-1849457018,12,1
410462291,410478275,12,2
410462291,4623289717,12,1
410462211,410482568,12,1
410462211,4430976208,12,1
410462211,1531005322,12,3
410462211,410475114,12,1
410462211,410470959,12,1
410462211,410464255,12,4
410462211,410478275,12,1
410462211,4623289717,12,1
410474760,1531005322,12,1
410474760,410474348,12,1
410474760,1849631273,12,1
410474348,410462266,12,1
410474348,410478275,12,1
2429952037,410462266,12,1
2429952037,410462291,12,2
2429952037,410462211,12,2
2429952037,1849631273,12,1
2429952037,4623289717,12,1
1849631269,410486969,12,1
1849631269,4430976208,12,1
1849631269,2429952037,12,2
1849631269,4623289717,12,5
1849631269,410459494,12,1
1849631273,410482562,12,1
1849631273,410478275,12,2
1849631273,4623289717,12,1
410470959,410478275,12,1
410471030,410470959,12,2
410471030,410464255,12,2
410471030,4623289717,12,2
410471081,-410478274,12,1
410471081,4623289717,12,2
410482551,-410478273,12,1
410482570,410464255,12,3
410471005,410478271,12,1
410471005,410459494,12,1
410464255,-410478274,12,1
410464255,410467566,12,1
410464255,1268343846,12,2
410464255,410459494,12,4
-1849457018,410459494,12,7
-1849457018,410481810,12,2
-410478273,4623289717,12,1
-410478274,-1849457018,12,1
-410478274,4623289717,12,1
-410478274,410478271,12,1
-410478274,410459494,12,3
-410478274,410481815,12,2
-410478274,410481781,12,1
410478275,-1849457018,12,1
410478275,4623289717,12,3
4623289717,1268343846,12,3
4623289717,410467562,12,6
4623289717,410467567,12,4
4623289717,410461658,12,2
4623289717,410481815,12,1
4623289717,410482047,12,1
410467553,410467564,12,1
410467553,1268343846,12,1
410467553,410467562,12,2
410467553,410467567,12,2
410467566,410467574,12,2
410467566,410467562,12,1
410467566,410467567,12,2
410467566,410481781,12,2
410467564,410467567,12,1
1268343846,410467567,12,3
410478271,410459494,12,2
410478271,410467562,12,1
410459494,410467564,12,1
410467571,410481815,12,1
