Boarding Stop,Alighting Stop,Hour,Total
62019,70269,12,1
62019,70269,18,1
62019,70299,10,1
62019,81101,11,1
62019,81111,9,1
62019,81111,15,1
62019,81111,16,1
62019,81111,18,3
62019,92249,15,1
62029,70259,9,2
62029,70269,13,1
62029,70279,9,3
62029,70299,12,4
62029,70309,17,1
62029,81111,7,1
62029,81111,8,1
62029,81111,9,1
62029,81111,10,1
62029,81111,12,4
62029,81111,13,1
62029,81111,19,1
62029,82099,9,1
62029,92041,10,1
62029,92041,11,1
62029,92041,14,1
62029,92041,16,1
62029,92051,15,2
62029,92081,7,1
62029,92081,11,1
62039,,13,1
62039,70259,11,1
62039,70299,9,3
62039,81101,13,1
62039,81101,15,1
62039,81111,9,1
62039,81111,10,1
62039,81111,11,1
62039,81111,12,3
62039,81111,13,1
62039,81111,16,1
62039,81111,18,1
62039,82099,10,1
62039,82099,17,1
62039,82119,9,1
62039,92041,8,1
62039,92041,10,2
62039,92041,11,3
62039,92041,18,1
62039,93031,20,1
62039,93041,13,1
62039,94041,13,2
62049,,12,1
62049,,15,1
62049,70259,8,1
62049,81111,6,1
62049,81111,7,1
62049,81111,8,2
62049,81111,9,1
62049,81111,10,1
62049,81111,11,2
62049,81111,13,1
62049,81111,14,2
62049,81111,15,2
62049,81111,19,1
62049,82079,11,1
62049,82119,7,2
62049,82119,11,1
62049,82119,15,2
62049,92041,8,2
62049,92041,9,3
62049,92041,11,1
62049,92041,14,1
62049,92071,7,1
62049,92071,18,1
62049,93041,14,1
62049,94041,7,1
62059,,11,2
62059,,17,1
62059,62019,13,1
62059,62029,13,1
62059,62039,7,1
62059,62039,10,1
62059,62049,8,1
62059,62049,10,1
62059,70259,10,2
62059,70269,9,1
62059,70279,9,2
62059,70279,10,1
62059,70289,7,1
62059,70289,12,1
62059,70299,12,1
62059,81101,6,1
62059,81111,8,1
62059,81111,9,2
62059,81111,10,4
62059,81111,11,1
62059,81111,12,4
62059,81111,13,4
62059,81111,14,5
62059,81111,18,2
62059,82079,15,1
62059,82089,11,1
62059,82089,18,1
62059,82099,7,1
62059,82099,14,2
62059,82119,7,2
62059,82119,9,1
62059,82119,12,2
62059,82119,19,1
62059,92041,8,4
62059,92041,9,2
62059,92041,10,2
62059,92041,11,4
62059,92041,12,1
62059,92041,14,5
62059,92041,15,1
62059,92041,17,1
62059,92041,18,1
62059,92051,7,1
62059,92061,12,1
62059,92071,7,1
62059,92169,7,1
62059,92249,7,1
62059,92249,12,3
62059,92249,18,2
62059,93031,20,1
62059,94021,9,1
62141,,9,1
62141,62019,9,1
62141,62039,10,1
62141,62039,13,1
62141,62039,18,1
62141,62049,11,1
62141,62049,14,1
62141,62059,8,1
62141,70279,9,1
62141,70279,15,1
62141,70309,11,1
62141,81111,12,1
62141,81111,19,1
