,time,meanWaitTime,meanLow,action,dispersion,headwaySD
0,16215.0,264.6842105263158,60.59036144578313,Hold,20.384391863843916,507.5580563016936
0,16229.0,248.10526315789474,56.795180722891565,No action,20.74909090909089,501.0280642784149
0,16240.0,259.10526315789474,59.31325301204819,No action,20.88909090909089,499.5479485575002
0,16249.0,254.75,61.3855421686747,No action,21.01010101010101,494.94367591040583
0,16262.0,267.75,64.51807228915662,Skip,21.01010101010101,487.8617126724315
0,16277.0,273.4736842105263,62.602409638554214,Hold,20.745351823317932,477.6825771104955
0,16286.0,268.5,64.6987951807229,No action,20.798392084106364,477.30311955970114
0,16292.0,288.4736842105263,66.03614457831326,No action,20.798392084106364,476.21211329966644
0,16303.0,280.7368421052632,64.26506024096386,Hold,20.60975860297895,466.14029596718683
0,16311.0,288.7368421052632,66.09638554216868,No action,20.7628503464681,462.0837228476632
0,16325.0,283.05555555555554,61.3855421686747,Hold,20.521378165213775,444.0587307824014
0,16326.0,284.05555555555554,61.602409638554214,No action,20.521378165213775,442.4163589738309
0,16334.0,277.10526315789474,63.433734939759034,Hold,20.678410401593784,432.661198997361
0,16349.0,292.10526315789474,66.86746987951807,No action,20.790835181079075,415.4470845820585
0,16351.0,294.10526315789474,67.32530120481928,No action,20.790835181079075,414.1962393447432
0,16367.0,302.3333333333333,65.56626506024097,No action,20.008838383838405,406.0775067844578
0,16388.0,307.4117647058824,62.963855421686745,No action,19.850145288501444,375.1449365582061
0,16393.0,312.4117647058824,63.98795180722892,No action,19.79006560449859,375.39354462314805
0,16412.0,331.4117647058824,67.87951807228916,No action,19.90867293625914,373.0796410239609
0,16414.0,333.4117647058824,68.28915662650603,No action,19.90867293625914,373.15997697368556
0,16431.0,349.625,67.39759036144578,No action,19.6663542642924,372.56602048378573
0,16467.0,313.55,75.55421686746988,Skip,19.6663542642924,367.6556675007256
0,16472.0,318.55,76.75903614457832,Skip,19.6663542642924,367.76235681552924
0,16475.0,306.2857142857143,77.49397590361446,No action,19.6663542642924,368.27377396342814
0,16486.0,295.04761904761904,74.65060240963855,No action,19.543155694879832,369.33480470448154
0,16487.0,296.04761904761904,74.90361445783132,No action,19.543155694879832,369.2402178578541
0,16508.0,299.85714285714283,75.86746987951807,Hold,19.121316975988247,374.042361772325
0,16528.0,299.3809523809524,75.74698795180723,No action,19.087983281086732,372.5318458756892
0,16542.0,299.54545454545456,79.39759036144578,No action,19.16975988256264,373.7419951998527
0,16543.0,300.54545454545456,79.66265060240964,Skip,19.16975988256264,373.5710008852953
0,16550.0,307.54545454545456,81.51807228915662,No action,19.16975988256264,373.56462825426985
0,16561.0,309.4761904761905,78.3012048192771,Hold,19.190521128237382,371.36538087868576
0,16566.0,314.4761904761905,79.56626506024097,No action,19.190521128237382,369.85378810981285
0,16590.0,297.8333333333333,86.12048192771084,No action,20.33110516934046,364.7675336527397
0,16604.0,318.3478260869565,88.21686746987952,Hold,20.060380759265506,357.2770324623968
0,16615.0,340.3181818181818,90.20481927710843,No action,19.973737373737364,345.64052682133826
0,16626.0,351.3181818181818,93.12048192771084,No action,20.10499042469302,337.0679935014128
0,16627.0,352.3181818181818,93.3855421686747,No action,20.10499042469302,336.769068443056
0,16630.0,339.95652173913044,94.20481927710843,No action,20.10499042469302,336.10216070970966
0,16637.0,345.04545454545456,91.4578313253012,Skip,20.00022281639928,336.33376840274343
0,16640.0,348.04545454545456,92.25301204819277,Hold,20.00022281639928,335.1320869933528
0,16641.0,349.04545454545456,92.51807228915662,No action,20.00022281639928,334.1075134231438
0,16648.0,340.2857142857143,86.09638554216868,No action,19.385664765738575,367.8742211591405
0,16658.0,334.54545454545456,88.67469879518072,No action,19.56223949532499,363.4183380691774
0,16668.0,329.7826086956522,91.3855421686747,Skip,19.56223949532499,360.2712842014293
0,16669.0,330.7826086956522,91.66265060240964,Hold,19.56223949532499,360.22950403941184
0,16682.0,323.95652173913044,89.7710843373494,No action,19.755532856656448,346.6645250338045
0,16687.0,291.9583333333333,84.42168674698796,No action,19.755532856656448,348.4321939224634
0,16688.0,292.9583333333333,84.71084337349397,Hold,19.755532856656448,348.8680222235343
0,16724.0,328.9583333333333,95.12048192771084,Hold,19.53220417098745,345.58173406717583
0,16739.0,341.0,98.60240963855422,No action,19.65602590793431,340.112616531865
0,16740.0,342.0,98.89156626506023,No action,19.65602590793431,339.9377358497702
0,16754.0,328.9230769230769,103.03614457831326,Hold,18.58955311873601,345.50047823647475
0,16798.0,347.75,117.3132530120482,No action,18.355080213903744,361.56560056151307
0,16810.0,359.75,121.36144578313252,Hold,18.542819499341242,366.8428637141118
0,16826.0,322.37931034482756,112.63855421686748,Hold,18.468384633738967,370.5596331729177
0,16828.0,313.6,113.34939759036145,Hold,18.468384633738967,371.00678800885845
0,16837.0,324.6896551724138,113.44578313253012,No action,18.310274055293984,347.08622504920976
0,16857.0,334.4074074074074,108.78313253012048,Hold,18.274841437632137,351.1414499228436
0,16862.0,339.4074074074074,110.40963855421687,Skip,18.274841437632137,352.6458402769039
0,16898.0,362.60714285714283,122.32530120481928,No action,18.025668449197855,346.0606999417668
0,16926.0,376.60714285714283,127.04819277108433,Hold,18.26270486970877,343.71192105860143
0,16928.0,378.60714285714283,127.72289156626506,No action,18.26270486970877,576.6158105589121
0,16940.0,379.11538461538464,118.75903614457832,No action,18.50775471247912,585.1609215791383
0,16943.0,382.11538461538464,119.6987951807229,No action,18.50775471247912,585.6551903052303
0,16945.0,379.24,114.2289156626506,Skip,18.378609625668442,585.0980064544765
