Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,10,1
410460005,410459897,10,2
410460005,410459651,10,1
410460005,1531005322,10,7
410460005,410475114,10,6
410460005,410480724,10,1
410460005,410465917,10,1
410460005,410466111,10,2
410460005,410465917,10,1
410459904,410482568,10,1
410459904,410482572,10,2
410459904,410467153,10,2
410459904,410462103,10,2
410459904,1531005322,10,10
410459904,410464251,10,3
410459897,410483103,10,2
410459897,410475114,10,1
410459897,410464251,10,2
410459901,410482572,10,4
410459901,1531005322,10,1
410459901,410480721,10,1
410482568,410462762,10,1
410482572,410465917,10,1
410482572,410464251,10,2
410482520,410480724,10,1
410467153,410482572,10,1
410467153,1531005322,10,2
410467153,410480721,10,1
410462101,410482572,10,1
410462101,1531005322,10,4
410462101,410482570,10,1
410462103,410482572,10,1
410462103,1531005322,10,11
410462103,410480721,10,1
410459651,1531005322,10,3
410459651,410482564,10,1
1531005322,410482570,10,1
1531005322,410465916,10,1
410475114,410482491,10,1
410475114,410482568,10,3
410475114,410482572,10,2
410475114,410482520,10,1
410475114,1531005322,10,1
410475114,410480724,10,1
410475114,410465916,10,1
410475114,410464251,10,1
410475114,410466111,10,1
410475114,410462762,10,1
410464248,410464251,10,1
410465916,410464251,10,8
410465916,410466111,10,1
410465916,410462762,10,4
410465916,410465915,10,1
410465916,410465915,10,1
410465916,410465917,10,2
410466111,410464251,10,16
410462762,410464251,10,14
410465915,410464251,10,5
410465915,410466111,10,1
410465915,410464251,10,2
410465915,410466111,10,2
410465915,410462762,10,1
410465917,410464251,10,9
410465917,410466111,10,1
410465917,410464251,10,1
410465917,410466111,10,2
410465917,410465915,10,5
410465917,410465915,10,1
410465917,410462762,10,2
