Boarding Stop,Alighting Stop,Hour,Total
62029,70269.0,13,1
62029,81111.0,13,1
62039,81101.0,13,1
62039,81111.0,13,1
62039,93041.0,13,1
62039,94041.0,13,2
62049,81111.0,13,1
62059,62019.0,13,1
62059,62029.0,13,1
62059,81111.0,13,4
62141,62039.0,13,1
63179,66359.0,13,1
63179,81111.0,13,1
63199,62141.0,13,1
63199,66359.0,13,3
63199,66379.0,13,1
63209,62141.0,13,1
63209,66359.0,13,5
63209,66379.0,13,1
63209,81111.0,13,2
63219,63369.0,13,1
63219,66359.0,13,10
63219,66379.0,13,1
63219,81111.0,13,3
63369,66359.0,13,5
63369,82099.0,13,1
64109,63219.0,13,1
64109,66359.0,13,12
64109,66379.0,13,2
64109,81111.0,13,1
64109,92041.0,13,1
64109,92249.0,13,2
64119,66359.0,13,16
64119,66379.0,13,1
64119,81111.0,13,2
64119,92041.0,13,1
64461,62049.0,13,3
64461,63219.0,13,1
64461,66359.0,13,2
64461,66379.0,13,1
64461,81111.0,13,1
64461,82119.0,13,5
64621,66359.0,13,2
64621,66379.0,13,1
64621,81101.0,13,1
64621,92061.0,13,1
65009,64461.0,13,3
65009,66499.0,13,3
65009,67629.0,13,1
65009,81111.0,13,2
65141,64461.0,13,4
65141,66499.0,13,1
65141,67411.0,13,1
65141,67441.0,13,3
65141,67601.0,13,4
65141,82119.0,13,1
66359,62019.0,13,3
66359,62039.0,13,5
66359,62059.0,13,1
66359,62141.0,13,2
66359,70259.0,13,1
66359,82119.0,13,1
66359,92041.0,13,3
66359,92061.0,13,2
66359,92249.0,13,1
66359,93031.0,13,1
66359,93041.0,13,1
66359,94011.0,13,1
66359,94031.0,13,1
66379,92041.0,13,2
66379,92249.0,13,1
66489,62059.0,13,3
66489,63199.0,13,1
66489,64109.0,13,1
66489,64119.0,13,1
66489,66359.0,13,19
66489,66379.0,13,1
66489,70259.0,13,3
66489,81111.0,13,2
66489,82119.0,13,2
66489,92041.0,13,3
66489,92071.0,13,1
66499,62059.0,13,1
66499,66359.0,13,4
66499,66379.0,13,1
66499,81111.0,13,1
66499,93031.0,13,1
67411,81111.0,13,1
67441,64109.0,13,1
67441,66359.0,13,2
67441,66489.0,13,5
67441,66499.0,13,1
67441,70279.0,13,3
67601,63369.0,13,1
67601,64119.0,13,4
67601,64621.0,13,7
67601,66379.0,13,1
67601,67629.0,13,2
67601,81101.0,13,2
67601,92041.0,13,1
67611,64119.0,13,1
67611,67601.0,13,1
67611,92041.0,13,1
67611,92169.0,13,1
67629,63219.0,13,1
67629,64109.0,13,2
67629,64621.0,13,2
67629,92041.0,13,1
70269,81111.0,13,3
70269,92169.0,13,1
70269,92249.0,13,1
70279,82089.0,13,1
70279,82119.0,13,1
70279,92041.0,13,1
70279,92249.0,13,2
70299,81111.0,13,2
70299,92249.0,13,2
70299,94031.0,13,1
81101,92051.0,13,1
81111,82099.0,13,2
81111,92041.0,13,4
81111,92071.0,13,10
81111,92249.0,13,2
82079,92041.0,13,1
82079,93021.0,13,1
82089,92041.0,13,4
82099,92041.0,13,1
82099,92169.0,13,1
82099,92249.0,13,2
82119,92041.0,13,5
82119,92051.0,13,2
82119,92061.0,13,1
82119,92249.0,13,1
92041,92071.0,13,1
92041,93011.0,13,3
92041,93021.0,13,1
92041,93031.0,13,1
92041,93139.0,13,2
92041,94011.0,13,1
92041,94021.0,13,2
92041,94051.0,13,1
92051,93031.0,13,1
92169,94051.0,13,1
93011,93031.0,13,1
