,time,meanWaitTime,action,dispersion,headwaySD,disperion
857,24038.0,251.08695652173913,No action,,838.709254373596,15.765151515151514
858,24039.0,252.08695652173913,No action,,838.6253696163113,15.765151515151514
859,24056.0,258.2608695652174,No action,,842.0958198904714,15.950865800865802
860,24075.0,255.96,No action,,841.4802205739994,16.14410289949858
861,24077.0,257.96,No action,,841.1577083465946,16.14410289949858
862,24079.0,259.96,No action,,840.7891326669886,16.14410289949858
863,24093.0,228.08,No action,,843.5245195818234,16.367705321768923
864,24118.0,253.08,No action,,839.0662622406027,16.206318504190843
865,24119.0,254.08,No action,,839.0529684888321,16.206318504190843
866,24120.0,255.08,No action,,838.9087762922393,16.206318504190843
867,24128.0,241.26923076923077,No action,,829.7688027196001,16.387748452264585
868,24130.0,243.26923076923077,No action,,829.5363838292924,16.387748452264585
869,24136.0,251.6,No action,,828.2085899479713,16.37431872683672
870,24145.0,260.6,No action,,828.979791007062,16.36120327361203
871,24149.0,255.41666666666666,No action,,830.451069428475,16.36120327361203
872,24153.0,259.4166666666667,No action,,831.5877230430162,16.36120327361203
873,24159.0,215.30434782608697,No action,,835.1086058640653,16.25226999234219
874,24163.0,210.20833333333334,No action,,838.4610447766543,16.25226999234219
875,24169.0,207.76,No action,,843.6354329216248,16.132575757575758
876,24174.0,212.0,No action,,792.462417196381,15.96869059599687
877,24211.0,229.12,No action,,774.3441379407415,15.96869059599687
878,24219.0,237.12,No action,,774.0746375657812,16.050429669832656
879,24243.0,247.34615384615384,No action,,799.5277184416735,15.914478114478111
880,24247.0,251.34615384615384,No action,,798.7316617919415,15.841474445952057
881,24265.0,257.2692307692308,No action,,798.4652741003907,15.781144781144778
882,24273.0,244.92307692307693,No action,,797.8187943046478,15.762048529576207
883,24281.0,262.4,No action,,798.5630639761141,15.838458110516935
884,24287.0,268.4,No action,,797.7904927387277,15.798948898579894
885,24288.0,269.4,No action,,797.6270711655427,15.798948898579894
886,24292.0,273.4,No action,,797.9787737773094,15.7258082685592
887,24305.0,279.39130434782606,No action,,795.6858787451596,15.667772616677725
888,24324.0,275.08,No action,,792.1390437062014,15.757575757575756
889,24352.0,288.88,No action,,790.8275897614584,15.757575757575756
890,24357.0,293.88,No action,,791.2918550472068,15.813709046181371
891,24363.0,300.5833333333333,No action,,792.664597341032,15.62104562104562
892,24374.0,288.0769230769231,No action,,805.9516473650435,15.282343732528231
893,24377.0,291.0769230769231,No action,,806.330329388331,15.282343732528231
894,24380.0,294.0769230769231,No action,,806.1952477691004,15.203367003367008
895,24381.0,295.0769230769231,No action,,806.5076950266263,15.203367003367008
896,24383.0,303.08,No action,,806.8763102620094,15.149502404114946
897,24385.0,282.0416666666667,No action,,806.5614145930239,15.316399286987522
898,24396.0,284.5652173913044,No action,,804.1236460470501,15.093838008336155
899,24400.0,288.5652173913044,No action,,804.5769889565838,15.093838008336155
900,24401.0,289.5652173913044,No action,,804.6053507867917,15.14879128362274
901,24421.0,294.6363636363636,No action,,802.662031459677,15.10554602630074
902,24453.0,296.7391304347826,No action,,801.514023197735,15.651347422565136
903,24463.0,294.0833333333333,No action,,800.5009279998735,15.632996632996637
904,24466.0,297.0833333333333,No action,,800.526968246153,15.632996632996637
905,24467.0,298.0833333333333,No action,,800.3989907885308,15.632996632996637
906,24475.0,300.3333333333333,No action,,795.9332517012425,15.976987924356346
907,24488.0,313.3333333333333,No action,,794.5652228530381,16.00365923384791
908,24502.0,325.17391304347825,No action,,801.2499281389777,15.840909090909092
909,24503.0,326.17391304347825,No action,,801.1752822583875,15.840909090909092
910,24510.0,333.17391304347825,No action,,798.6226034795866,15.813519813519818
911,24517.0,348.77272727272725,No action,,798.363696832224,15.772901428073839
912,24522.0,353.77272727272725,No action,,800.5796357616243,15.31360112755462
913,24533.0,349.0,No action,,804.1757846669316,15.46772068511199
914,24534.0,350.0,No action,,804.0191042267982,15.46772068511199
915,24548.0,330.5217391304348,No action,,802.5820297828573,15.244179244179245
916,24555.0,323.90909090909093,No action,,802.637234685578,15.633125144575523
917,24579.0,294.96,No action,,800.5983821660784,15.633125144575523
918,24582.0,297.96,No action,,800.1585028891897,15.633125144575523
919,24595.0,295.875,No action,,798.161293103515,15.419384686560255
920,24601.0,301.875,No action,,798.3794177299209,15.56736596736597
921,24603.0,303.875,No action,,798.7290688426056,15.56736596736597
922,24604.0,304.875,No action,,798.8937094431544,15.56736596736597
923,24611.0,307.95238095238096,No action,,801.8655822481855,14.931875142401454
924,24614.0,284.0869565217391,No action,,802.0829826283907,14.931875142401454
925,24623.0,249.86363636363637,No action,,798.5779556630373,14.728163992869879
926,24630.0,254.04545454545453,No action,,795.9074727542959,14.815184815184812
927,24640.0,230.43478260869566,No action,,793.6182022731838,15.09575757575757
928,24644.0,224.79166666666666,No action,,793.0899707774919,15.09575757575757
929,24662.0,191.88888888888889,No action,,792.6163509704924,15.37196137196137
930,24679.0,190.1851851851852,No action,,787.5628288330257,15.317407653174078
931,24705.0,185.55555555555554,No action,,792.3114792337275,15.081105169340466
932,24718.0,184.2962962962963,No action,,791.4767095671504,15.081105169340466
933,24735.0,188.24137931034483,No action,,795.0029952140236,15.1959595959596
934,24754.0,194.67741935483872,No action,,793.6684426888618,15.272276670046192
935,24758.0,198.67741935483872,No action,,794.0070821364134,15.272276670046192
936,24759.0,185.8709677419355,No action,,794.127499922473,15.353163992869876
937,24763.0,186.9655172413793,No action,,795.6169802694209,15.255183413078147
938,24776.0,177.10344827586206,No action,,800.7778587094821,14.944289044289047
939,24781.0,181.3793103448276,No action,,798.5621947889377,14.944289044289047
940,24809.0,204.71428571428572,No action,,789.5614560712786,14.832584399124325
941,24810.0,205.71428571428572,No action,,789.5788451136114,14.832584399124325
942,24812.0,207.71428571428572,No action,,789.2827955502621,14.832584399124325
943,24817.0,208.0,No action,,792.5711548429874,14.675357347055462
944,24824.0,215.0,No action,,798.8866337671125,14.236178579690026
945,24831.0,222.0,No action,,797.4506978983026,13.913519813519814
946,24836.0,227.0,No action,,796.1869742045596,14.00865800865801
947,24837.0,228.0,No action,,796.2242200188405,14.00865800865801
948,24839.0,230.12,No action,,801.103179681322,14.00865800865801
949,24840.0,231.12,No action,,782.9004687834877,14.00865800865801
950,24841.0,220.45833333333334,No action,,782.7910918565567,14.151981351981352
951,24853.0,231.85714285714286,No action,,786.9674506637712,13.804055593529275
952,24884.0,251.95454545454547,No action,,814.8089192033295,13.890451686678103
953,24899.0,266.95454545454544,No action,,815.6286981730148,14.102546376310638
954,24904.0,271.95454545454544,No action,,815.0704843767916,14.091140411751098
955,24915.0,282.95454545454544,No action,,818.0815726343186,14.018112156043191
956,24916.0,283.95454545454544,No action,,818.10340812722,14.018112156043191
957,24918.0,285.95454545454544,No action,,817.843001605589,14.018112156043191
958,24928.0,284.5,No action,,814.292526975457,13.68885707468385
959,24931.0,286.57142857142856,No action,,812.7869686066457,13.679924242424242
960,24933.0,275.54545454545456,No action,,812.1562945735091,13.679924242424242
961,24951.0,264.9130434782609,No action,,812.4134912712091,14.021212121212121
962,24956.0,258.7916666666667,No action,,813.835935832279,14.15115864527629
963,24971.0,273.7916666666667,No action,,819.1283655206513,14.88188002473717
964,24975.0,274.95652173913044,No action,,821.3004018409919,14.830007390983004
965,24979.0,278.95652173913044,No action,,824.058741181658,14.830007390983004
966,24989.0,277.4347826086956,No action,,824.2741896262758,14.886917960088695
967,24995.0,283.4347826086956,No action,,825.0809590156068,14.873716759431048
968,25000.0,288.4347826086956,No action,,825.9842219180681,14.983109786388475
969,25003.0,291.4347826086956,No action,,825.590211027764,14.983109786388475
970,25005.0,293.4347826086956,No action,,825.2546792920358,14.97792742237187
971,25010.0,285.54545454545456,No action,,828.9937393812861,14.800247371675944
972,25016.0,262.40909090909093,No action,,830.5415197496644,14.708056171470806
973,25033.0,246.34782608695653,No action,,827.4159353936498,14.63526834611172
974,25042.0,241.125,No action,,862.0159341554321,14.712242424242426
975,25052.0,233.16666666666666,No action,,862.276106150515,14.748353096179182
976,25103.0,262.625,No action,,863.8227317030081,14.712479121927943
977,25114.0,265.9583333333333,No action,,863.8367495374931,14.883049242424244
978,25124.0,254.92307692307693,No action,,866.7607981469904,14.947724254497167
979,25129.0,257.72,No action,,870.3750934824233,14.974747474747476
980,25131.0,259.72,No action,,870.40520340282,14.974747474747476
981,25140.0,259.5833333333333,No action,,833.0391407167584,14.764163372859025
982,25149.0,268.5833333333333,No action,,834.8150853935656,14.617604617604622
983,25163.0,261.61538461538464,No action,,838.0811453497338,14.504242424242427
984,25167.0,265.61538461538464,No action,,838.8018803073614,14.504242424242427
985,25177.0,236.15384615384616,No action,,842.3897708309479,14.823953823953826
986,25186.0,245.15384615384616,No action,,842.1486500196894,14.939756127007128
987,25192.0,256.92,No action,,840.527401308058,14.779973649538867
988,25207.0,261.7692307692308,No action,,836.3276447919147,14.784271284271286
989,25210.0,264.7692307692308,No action,,836.2332434099437,14.784271284271286
990,25222.0,276.7692307692308,No action,,833.1714842699469,14.802600907864067
991,25226.0,280.7692307692308,No action,,832.2666888797665,14.802600907864067
992,25243.0,266.68,No action,,836.4311598316988,14.803689064558627
993,25247.0,277.875,No action,,837.4652582526742,14.803689064558627
994,25254.0,273.68,No action,,840.528085602708,14.72461668477605
995,25257.0,266.0769230769231,No action,,841.4101895373713,14.72461668477605
996,25259.0,268.0769230769231,No action,,841.02259675405,14.656242424242427
997,25260.0,269.0769230769231,No action,,840.2879337481526,14.656242424242427
998,25264.0,267.88,No action,,836.9235817965375,14.691493245710115
999,25279.0,241.54166666666666,No action,,826.5958878381729,14.378240233661922
1000,25286.0,238.84,No action,,827.3584966174257,14.234848484848484
