,means
0,211.1768744314637
1,213.23120759963652
2,212.19841336408555
3,213.9470606581768
4,213.69488394493027
5,211.51385888919654
6,213.15264585948307
7,212.51379526596952
8,212.33284690108468
9,212.52549208959547
10,212.62870790036223
