,means
0,334.5115212988094
1,329.99650808555975
2,332.6467079082206
3,332.2820961390263
4,334.193448801426
5,334.0667553181992
6,333.96053186004286
7,331.5357972630325
8,332.4273733001967
9,330.98297147866634
10,332.660371145318
