,time,meanWaitTime,meanLow,action,dispersion,headwaySD
0,16215.0,264.6842105263158,60.59036144578313,No action,20.384391863843916,507.98084621949374
0,16229.0,248.10526315789474,56.795180722891565,No action,20.681868855781897,510.0311387825951
0,16240.0,259.10526315789474,59.31325301204819,No action,20.74822045962985,515.0432522776777
0,16249.0,243.0,61.48192771084337,No action,20.867385721623016,514.722615444838
0,16262.0,237.6,57.25301204819277,No action,20.793816543816543,512.4824155909549
0,16277.0,241.73684210526315,55.33734939759036,No action,20.657216230097593,508.0359600331011
0,16286.0,227.66666666666666,57.602409638554214,No action,20.709956709956703,508.5493388168355
0,16292.0,233.66666666666666,59.12048192771084,No action,20.83110973213362,509.64469934083536
0,16293.0,234.66666666666666,59.373493975903614,No action,20.83110973213362,509.825756293496
0,16303.0,238.9,57.566265060240966,No action,20.343155694879822,503.02652587915344
0,16311.0,246.9,59.493975903614455,No action,20.494949494949505,509.4725574348871
0,16325.0,228.1,54.963855421686745,No action,20.24728117411044,509.5384027576413
0,16326.0,229.1,55.204819277108435,No action,20.24728117411044,509.5637106421466
0,16334.0,237.1,57.13253012048193,No action,20.400981647460522,512.8369491595446
0,16350.0,241.42857142857142,61.08433734939759,No action,20.634314677019287,505.0574963261459
0,16367.0,248.85,59.963855421686745,No action,20.18819776714514,506.73494946549994
0,16383.0,247.78947368421052,56.72289156626506,No action,20.057449494949502,431.94406905430674
0,16388.0,260.6666666666667,56.53012048192771,No action,20.145538429275447,430.93481872972984
0,16412.0,284.6666666666667,61.734939759036145,No action,20.08522727272728,429.1406965137854
0,16414.0,286.6666666666667,62.16867469879518,No action,20.08522727272728,429.29283668963194
0,16416.0,273.57894736842104,62.626506024096386,No action,20.08522727272728,429.14738504086824
0,16417.0,270.44444444444446,58.65060240963855,No action,19.98636887910244,428.8072101794987
0,16426.0,285.0,58.373493975903614,No action,19.39078282828284,427.650815029197
0,16427.0,286.0,58.57831325301205,No action,19.39078282828284,427.4799140863098
0,16438.0,279.88235294117646,57.325301204819276,No action,18.90675990675992,429.335415087973
0,16448.0,268.375,51.734939759036145,No action,18.747614553842915,426.80443743172816
0,16468.0,265.5,51.18072289156626,No action,18.71556948798328,426.8376192659271
0,16473.0,242.375,46.72289156626506,No action,18.793502030615432,427.6809074324065
0,16497.0,204.94736842105263,46.91566265060241,No action,18.974454442031238,428.63333950939204
0,16505.0,192.8095238095238,48.78313253012048,No action,18.925487754254863,431.08850008600257
0,16519.0,206.8095238095238,52.325301204819276,No action,18.95845048422368,432.10753419212074
0,16527.0,205.3181818181818,54.42168674698795,No action,18.505400020970946,431.31286823463233
0,16534.0,203.34782608695653,56.34939759036145,No action,18.585227272727277,435.7994375551019
0,16543.0,212.34782608695653,58.8433734939759,No action,18.21788305591122,434.92541930746563
0,16554.0,201.7826086956522,55.91566265060241,No action,18.31451355661882,437.1681136624711
0,16555.0,202.7826086956522,56.19277108433735,No action,18.31451355661882,437.388523265754
0,16559.0,206.7826086956522,57.30120481927711,No action,18.4383766998608,437.58128661758855
0,16562.0,214.8181818181818,56.93975903614458,No action,18.4383766998608,435.55708298561603
0,16572.0,207.1904761904762,52.42168674698795,No action,18.24433811802233,429.3661055787033
0,16603.0,222.36363636363637,58.93975903614458,No action,19.206105169340457,425.78060067094407
0,16617.0,243.38095238095238,61.57831325301205,No action,19.11555111555112,428.29772112781353
0,16623.0,249.38095238095238,63.096385542168676,No action,18.2165145882618,427.7977831314471
0,16626.0,252.38095238095238,63.855421686746986,No action,18.2165145882618,427.65246515111016
0,16631.0,245.86363636363637,65.16867469879519,No action,18.075757575757574,430.29132692659067
0,16632.0,246.86363636363637,65.43373493975903,No action,18.075757575757574,430.3944020917205
0,16636.0,226.63636363636363,60.0722891566265,No action,17.99954431533379,430.97746741753195
0,16640.0,221.27272727272728,58.65060240963855,No action,18.23699683401176,430.6373401031662
0,16650.0,221.34782608695653,61.33734939759036,No action,18.37121212121212,440.8970377255938
0,16655.0,205.0909090909091,54.36144578313253,No action,18.322852586010477,441.82804058952667
0,16657.0,207.0909090909091,54.89156626506024,No action,18.322852586010477,442.49870954368623
0,16658.0,208.0909090909091,55.1566265060241,No action,18.322852586010477,442.7331314278863
0,16665.0,174.77272727272728,46.325301204819276,No action,17.975757575757566,440.3640750190748
0,16667.0,176.77272727272728,46.855421686746986,No action,17.975757575757566,439.17778208648406
0,16669.0,181.52380952380952,45.9277108433735,No action,17.861001317523055,436.8859269304336
0,16682.0,176.3,42.48192771084337,No action,17.998682476943348,400.37982484474725
0,16685.0,179.3,43.204819277108435,No action,17.998682476943348,400.1782586994401
0,16727.0,167.04347826086956,46.28915662650602,No action,18.208484848484844,396.58435132267516
0,16741.0,173.625,50.204819277108435,No action,18.3458110516934,398.5250734581601
0,16745.0,177.625,51.36144578313253,No action,18.249133400424913,521.7570600338466
0,16776.0,188.45833333333334,54.493975903614455,No action,18.16632996632996,515.4089269408639
0,16789.0,193.6,58.31325301204819,No action,18.002723867892406,510.6578278472554
0,16796.0,194.76,58.66265060240964,No action,18.132519222071455,509.170576347791
0,16797.0,195.76,58.963855421686745,No action,18.132519222071455,508.7809561775579
0,16808.0,198.56,59.80722891566265,No action,18.315333789018,506.6564663875323
0,16815.0,184.2,55.48192771084337,No action,18.315333789018,506.6906095157664
0,16849.0,210.0,65.78313253012048,No action,18.441395082904528,488.23842300980823
0,16854.0,200.19230769230768,62.71084337349398,No action,18.18619656642472,488.05561977188665
0,16870.0,216.19230769230768,67.72289156626506,No action,18.12890442890442,488.43874743244567
0,16872.0,210.1851851851852,68.37349397590361,No action,18.12890442890442,488.52445010095374
0,16882.0,207.8846153846154,65.12048192771084,No action,18.706843718079668,487.9519713945827
0,16884.0,209.8846153846154,65.74698795180723,No action,18.706843718079668,487.6477707479973
0,16885.0,210.8846153846154,66.06024096385542,No action,18.706843718079668,487.8127240636125
0,16916.0,215.14814814814815,69.98795180722891,No action,18.179031696273075,495.8170340902378
0,16918.0,217.14814814814815,70.63855421686748,No action,18.179031696273075,495.54022715235374
0,16923.0,217.40740740740742,70.72289156626506,No action,18.102403343782658,494.9157308943502
0,16947.0,232.85185185185185,75.74698795180723,No action,18.102403343782658,492.92923962229486
0,16951.0,236.85185185185185,77.04819277108433,No action,18.09813519813519,493.58697008265284
0,16957.0,229.25925925925927,74.57831325301204,No action,18.11676611676612,494.2165164384194
0,16959.0,231.25925925925927,75.2289156626506,No action,18.11676611676612,494.33085978981967
0,16965.0,237.25925925925927,77.18072289156626,No action,18.12384716732543,487.05337950657713
0,16980.0,248.3846153846154,77.80722891566265,No action,18.03823953823954,478.5648728287683
0,16988.0,237.57692307692307,74.42168674698796,No action,17.704099821746883,545.5613153555639
0,16991.0,240.57692307692307,75.36144578313252,No action,17.704099821746883,544.7664931511199
0,16992.0,241.57692307692307,75.67469879518072,No action,17.704099821746883,546.9587134829778
0,16998.0,248.125,71.74698795180723,No action,16.919786096256686,540.3267706463047
0,17008.0,247.08695652173913,68.46987951807229,No action,16.71670190274842,542.37827839858
0,17019.0,258.0869565217391,71.51807228915662,No action,16.768541445584255,543.8248586590912
0,17047.0,273.69565217391306,75.8433734939759,No action,16.997074997074996,545.8068206383325
0,17058.0,284.69565217391306,78.89156626506023,No action,16.99577167019028,547.1983489956635
0,17067.0,301.95454545454544,80.03614457831326,No action,16.896688896688893,546.6120214920538
0,17075.0,297.90909090909093,78.96385542168674,No action,16.801973220577874,540.801811954073
0,17095.0,292.5652173913044,81.07228915662651,No action,17.08617424242423,537.2731005404488
0,17106.0,308.59090909090907,81.79518072289157,No action,17.06426128994223,534.3018523624164
0,17117.0,319.54545454545456,84.6987951807229,No action,17.05003523608175,535.8823148760495
0,17119.0,321.54545454545456,85.2289156626506,No action,17.05003523608175,535.970485386318
0,17120.0,308.5652173913044,85.50602409638554,No action,17.05003523608175,536.105556098144
0,17132.0,291.59090909090907,77.28915662650603,No action,17.37561663143059,547.9968189657452
0,17137.0,296.59090909090907,78.6144578313253,No action,17.32885272963095,551.9201916424413
0,17150.0,268.9130434782609,74.51807228915662,No action,17.45313601127555,604.458024493708
0,17152.0,270.9130434782609,75.07228915662651,No action,17.45313601127555,604.9938332879399
0,17154.0,272.9130434782609,75.62650602409639,No action,17.45313601127555,604.3431744158447
0,17168.0,254.0,67.32530120481928,No action,17.4066737413041,596.8847541544917
0,17170.0,256.0,67.855421686747,No action,17.4066737413041,596.9808009180712
0,17200.0,247.375,71.53012048192771,No action,17.105827505827495,600.0371326148803
0,17215.0,262.375,75.86746987951807,No action,17.034531360112755,595.3882519019841
0,17216.0,252.88,76.16867469879519,No action,17.034531360112755,589.0341521435173
0,17227.0,258.6521739130435,71.67469879518072,No action,17.14130064691863,546.2360299895234
0,17229.0,260.6521739130435,72.2289156626506,No action,17.14130064691863,546.9345292309681
0,17230.0,261.6521739130435,72.50602409638554,No action,17.14130064691863,546.6898573113191
0,17233.0,252.54545454545453,66.93975903614458,No action,17.470033670033654,545.085918507011
0,17240.0,247.78947368421052,56.72289156626506,No action,17.657675657675668,544.9383579015224
0,17265.0,233.14285714285714,58.98795180722892,No action,17.669340463458102,562.3811119291886
0,17284.0,196.8695652173913,54.55421686746988,No action,17.46684557754669,572.309815835318
0,17294.0,172.4090909090909,45.69879518072289,No action,17.215923068321597,528.5851055947843
0,17331.0,204.0909090909091,54.096385542168676,No action,17.282343732528236,511.67509312685695
0,17336.0,209.0909090909091,55.42168674698795,No action,17.39595959595959,511.0781538730629
0,17339.0,212.0909090909091,56.21686746987952,No action,17.39595959595959,510.41663559579825
0,17361.0,229.36363636363637,60.795180722891565,No action,17.605720122574052,508.78648619515127
0,17365.0,233.36363636363637,61.855421686746986,No action,17.52586010480747,508.92026323858335
0,17384.0,212.6086956521739,58.91566265060241,No action,16.994520854299452,488.1314876584362
