Boarding Stop,Alighting Stop,Hour,Total
410482568,410467567,20,1
410482520,410467567,20,1
410486516,1531005322,20,1
1855320978,1531005322,20,1
410486969,1531005322,20,3
4430976208,1847713996,20,1
410486293,1531005322,20,1
410486293,-410478274,20,2
410486955,410482520,20,1
410486955,1531005322,20,9
410486955,410475114,20,1
410486991,410478275,20,1
410462293,410483103,20,1
410462293,410486955,20,2
410462293,1531005322,20,1
410462293,410467564,20,1
1847853709,410486293,20,1
1847853709,410486991,20,1
1847853709,410462293,20,1
1847853709,410462266,20,3
1847853709,410474348,20,1
1847853709,410470959,20,1
1847853709,410467553,20,2
1849631331,410474348,20,8
1849631331,410464255,20,1
1531005322,410482491,20,1
1531005322,410482568,20,2
1531005322,410482520,20,10
1531005322,-410478274,20,2
1531005322,4623289717,20,1
1531005322,410467553,20,3
1531005322,410467566,20,2
1531005322,410459494,20,2
410462291,1531005322,20,6
410462211,4430976208,20,1
410462211,1531005322,20,1
410462211,410471005,20,1
410462211,410467566,20,1
410462211,1847713996,20,1
410474760,4430976208,20,1
410474760,410486955,20,1
410474760,410467564,20,1
410474348,4430976208,20,1
410474348,410462291,20,2
410474348,410462211,20,1
410474348,1849631273,20,1
2429952037,410486516,20,1
2429952037,4430976208,20,2
2429952037,410486955,20,2
2429952037,410486991,20,1
2429952037,410462293,20,2
2429952037,410462266,20,1
2429952037,1531005322,20,1
2429952037,410462291,20,2
2429952037,410462211,20,2
1849631269,410462291,20,1
1849631273,410462291,20,1
1849631273,410462211,20,1
410470959,-410478274,20,1
410470959,4623289717,20,1
410471030,410464255,20,1
410482570,-1849457018,20,1
410482570,410467564,20,1
410471005,410464255,20,1
410471005,-1849457018,20,1
410464255,-1849457018,20,2
410464255,410478275,20,1
410464255,4623289717,20,1
410464255,410467566,20,1
-1849457018,4623289717,20,1
-410478274,-1849457018,20,1
410478275,-410478273,20,1
410478275,4623289717,20,1
410478275,410467567,20,2
410478275,410481810,20,1
4623289717,410467562,20,1
4623289717,410467567,20,2
4623289717,410467571,20,1
4623289717,410481781,20,4
410467553,410467574,20,2
410478271,410467562,20,2
410478271,410481781,20,1
410459494,410467571,20,1
410459494,410481781,20,1
410467571,1847713996,20,1
410467571,410482019,20,1
