Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,20,6
410460005,410459897,20,3
410460005,410482568,20,1
410460005,410482572,20,1
410460005,410467153,20,1
410460005,410462101,20,2
410460005,410462103,20,4
410460005,1531005322,20,6
410460005,410475114,20,2
410460005,410465917,20,3
410460005,410464251,20,4
410460005,410462762,20,2
410460005,410465915,20,2
410460005,410465917,20,2
410460005,410462762,20,1
410459657,410482570,20,1
410459657,410480724,20,1
410459657,410465917,20,2
410459904,410459657,20,1
410459904,410482568,20,1
410459904,410467153,20,1
410459904,410462101,20,1
410459904,1531005322,20,2
410459897,410464251,20,1
410459901,410483103,20,1
410459901,1531005322,20,2
410459901,410475114,20,1
410459901,410464251,20,1
410482572,410465916,20,1
410482520,410464251,20,1
410482520,410465915,20,4
410483103,410482568,20,1
410483103,410464251,20,2
410483103,410462762,20,1
410467153,1531005322,20,1
410462101,410464251,20,1
410462103,1531005322,20,6
1531005322,410482562,20,2
1531005322,410482568,20,1
1531005322,410482572,20,4
1531005322,410483103,20,1
1531005322,410482564,20,2
1531005322,410480724,20,6
1531005322,410465916,20,2
1531005322,410465916,20,2
1531005322,410465917,20,1
1531005322,410465917,20,2
410475114,410465916,20,1
410475114,410466111,20,1
410475114,410465917,20,4
410471030,410465915,20,1
410482570,410480724,20,1
410482570,410480716,20,1
410482570,410465916,20,1
410482570,410466111,20,1
410482570,410462762,20,1
410482570,410465915,20,1
410482564,410465915,20,1
410482564,410462762,20,1
410464248,410464251,20,2
410464248,410462762,20,1
410480724,410466111,20,1
410480724,410465917,20,1
410480721,410465917,20,1
410480716,410465917,20,2
410465916,410464251,20,1
410465916,410465915,20,1
410465916,410465915,20,1
410466111,410464251,20,10
410462762,410464251,20,8
410465915,410464251,20,6
410465915,410466111,20,1
410465915,410462762,20,2
410465917,410464251,20,3
410465917,410465915,20,1
