,means
0,311.46539509536785
1,314.9066757493188
2,320.92465940054495
3,316.7016348773842
4,316.5024529844644
5,317.47956403269757
6,311.39305177111714
7,314.3901766004415
8,312.4346049046322
9,306.074931880109
10,314.22731472960777
