,means
0,303.8905994550409
1,314.56362397820163
2,307.21634877384196
3,310.7427792915531
4,312.24196185286104
5,308.9566757493188
6,313.7057220708447
7,315.3068119891008
8,310.40476839237056
9,308.2010899182561
10,310.5230381471389
