Boarding Stop,Alighting Stop,Hour,Total
410482491,410464255,7,1
410482491,1268343846,7,1
410482572,410464255,7,1
410482572,410478275,7,2
410482572,410467564,7,1
410482572,410481783,7,1
410482520,410482568,7,1
410482520,410482551,7,1
410482520,-410478274,7,1
410482520,410478275,7,2
410482520,410467553,7,1
410482520,410467564,7,1
410482520,410478271,7,1
410482520,410459494,7,1
410483103,410478271,7,1
410486516,410483103,7,1
410486516,1531005322,7,2
410486516,410464255,7,1
410486966,1531005322,7,2
410486966,4623289717,7,1
1855320978,410467571,7,1
410486969,410486293,7,1
410486969,1531005322,7,2
410486969,410475114,7,1
410486969,410471005,7,1
410486969,410467562,7,1
4430976208,1531005322,7,1
4430976208,410478275,7,1
410486293,410478275,7,1
410486955,410486966,7,1
410486955,1531005322,7,3
410486955,410471081,7,2
410486955,410482564,7,1
410486955,410464255,7,1
410486955,410478275,7,1
410486955,4623289717,7,2
410486955,1268343846,7,1
410486955,1847713996,7,1
410486991,1855320978,7,1
410486991,4430976208,7,1
410486991,1531005322,7,9
410486991,410475114,7,1
410486991,410482551,7,1
410486991,410471005,7,2
410486991,410464255,7,1
410486991,410478275,7,1
410486991,4623289717,7,1
410486991,410459494,7,1
410486991,410467574,7,2
410462293,410482568,7,1
410462293,410483103,7,1
410462293,1531005322,7,2
410462293,410475114,7,1
410462293,410482551,7,1
410462293,410478275,7,2
410462293,4623289717,7,1
1847853709,4430976208,7,1
1847853709,410462266,7,1
1847853709,410462291,7,1
1847853709,410478275,7,1
1847853709,4623289717,7,1
1847853709,410461658,7,2
1849631331,410462211,7,2
1849631331,410474348,7,1
1849631331,1849631269,7,2
1531005322,410464255,7,1
1531005322,-1849457018,7,1
1531005322,4623289717,7,2
1531005322,410467564,7,1
410475114,410482572,7,1
410475114,410482564,7,1
410475114,410478271,7,1
410462291,1531005322,7,5
410462291,410475114,7,2
410462291,410471005,7,1
410462291,-410478274,7,1
410462291,4623289717,7,2
410462291,410478271,7,1
410462291,410467562,7,1
410462211,410486966,7,2
410462211,410486955,7,3
410462211,410475114,7,1
410462211,410471081,7,1
410462211,410482551,7,1
410462211,410471005,7,2
410462211,410464255,7,2
410462211,4623289717,7,1
410474760,4623289717,7,1
2429952037,410462293,7,2
2429952037,410462291,7,1
2429952037,410462211,7,3
2429952037,410464255,7,1
2429952037,-410478273,7,1
2429952037,1268343846,7,2
2429952037,410467571,7,1
1849631269,410482520,7,1
1849631269,4430976208,7,1
1849631269,410475114,7,4
1849631269,410462211,7,2
1849631269,2429952037,7,3
1849631269,410478275,7,1
1849631269,410467564,7,1
1849631273,410478275,7,1
410471030,410471005,7,3
410471030,4623289717,7,1
410471030,410478271,7,1
410471081,410478275,7,1
410482570,410478271,7,3
410482570,410459494,7,1
410482570,410467562,7,1
410482564,410471081,7,1
410471005,410467553,7,1
-1849457018,410459494,7,1
410478275,410467566,7,1
410467566,410481781,7,1
410459494,4623289717,7,1
