Boarding Stop,Alighting Stop,Hour,Total
410460005,410467153,7,3
410460005,410475114,7,1
410460005,410471081,7,1
410460005,410482570,7,1
410460005,410482564,7,1
410460005,410480716,7,1
410460005,410466111,7,1
410460005,410465917,7,1
410459904,410459651,7,2
410459904,1531005322,7,1
410459904,410471030,7,1
410459904,410482551,7,1
410459904,410482570,7,2
410459904,410480722,7,1
410459904,410462762,7,4
410459897,410482520,7,1
410459897,1531005322,7,1
410459897,410482570,7,1
410459897,410480724,7,1
410459897,410465917,7,1
410459897,410464251,7,1
410459897,410466111,7,1
410459901,410459657,7,1
410459901,410459904,7,1
410459901,410482562,7,1
410459901,410482568,7,1
410459901,410467153,7,1
410459901,410475114,7,1
410459901,410482570,7,1
410482562,410465917,7,1
410482568,410482551,7,1
410482568,410464251,7,1
410482568,410462762,7,1
410482520,410471030,7,2
410482520,410466111,7,1
410482520,410464251,7,1
410482520,410465915,7,1
410467153,410475114,7,1
410467153,410462762,7,1
410462101,410482491,7,1
410462101,1531005322,7,4
410462101,410465916,7,1
410462103,1531005322,7,10
410462103,410480724,7,1
410462103,410466111,7,1
410462103,410465917,7,2
410459651,410483103,7,1
410459651,1531005322,7,2
410459651,410475114,7,2
410459651,410464251,7,1
1531005322,410482520,7,1
1531005322,410462762,7,3
410475114,410464251,7,1
410471030,410464248,7,1
410471030,410466111,7,1
410471030,410462762,7,2
410482570,410464248,7,2
410482570,410465915,7,1
410482570,410466111,7,2
410482570,410462762,7,1
410464248,410465917,7,2
410464248,410462762,7,1
410480721,410464251,7,1
410480722,410465916,7,1
410480716,410465915,7,1
410465916,410466111,7,1
410466111,410464251,7,6
410462762,410464251,7,2
410465915,410464251,7,3
410465915,410466111,7,2
410465915,410462762,7,8
410465917,410464251,7,5
410465917,410466111,7,1
410465917,410462762,7,1
410465917,410462762,7,4
