,time,meanWaitTime,action,dispersion,headwaySD
0,7.0,2.066666666666667,Hold,0,0
1,17.0,12.066666666666666,No action,0,239.13938885029242
2,18.0,13.066666666666666,No action,0,242.43868932037984
3,36.0,16.6,No action,1.7431457431457433,257.7079756438129
4,46.0,22.133333333333333,Hold,1.1693766937669379,232.36674568980195
5,50.0,24.833333333333332,Hold,0.8719228210246174,229.1873329494636
6,53.0,26.833333333333332,Hold,0.3131313131313129,212.17258925047315
7,63.0,29.5,No action,0.13757998836532861,210.5542123062108
8,64.0,30.233333333333334,No action,0.13757998836532861,210.7852411283086
9,67.0,32.0,No action,0.3362573099415205,208.05346690898574
10,69.0,33.13333333333333,No action,0.9444444444444444,212.25629719118464
11,70.0,28.833333333333332,No action,1.2136752136752138,215.24447806802078
12,73.0,27.366666666666667,Hold,1.0915429599640123,225.26685027751108
13,75.0,28.433333333333334,No action,1.2247863247863247,223.4981409665413
14,77.0,23.6,No action,1.5123900879296568,213.7564901707991
15,80.0,24.133333333333333,Hold,1.156357388316151,218.79389757543518
16,81.0,24.6,No action,1.1904761904761905,220.47309673224012
17,90.0,22.3,Hold,1.1545893719806763,174.63654445158366
18,97.0,24.8,Hold,1.1545893719806763,165.48731497117242
19,102.0,27.5,Skip,0.9775413711583922,153.8022668960412
20,103.0,28.1,Hold,0.9796911715340719,155.16491699649043
21,104.0,28.7,Skip,1.0045045045045045,157.21911716397912
22,106.0,27.966666666666665,Hold,0.9444444444444444,151.1229209513681
23,109.0,27.7,Hold,0.8237718430596764,145.32413449375164
24,113.0,25.366666666666667,Hold,1.0444106720702464,142.40640502223914
25,117.0,23.9,Hold,1.026173590003377,164.12735941436858
26,120.0,23.466666666666665,No action,1.0242424242424244,175.8396353344503
27,125.0,25.833333333333332,No action,1.0925925925925926,190.12892662547392
28,128.0,27.266666666666666,Hold,1.1281526925698704,202.40880445313783
29,129.0,27.766666666666666,Hold,1.1680216802168026,206.30449669673158
30,130.0,28.266666666666666,No action,1.2303030303030305,209.68340291532272
31,131.0,26.8,Hold,1.3468468468468469,213.65890383447314
32,137.0,22.666666666666668,Hold,1.8969696969696972,195.15663808959212
33,140.0,23.166666666666668,Hold,1.7568807339449541,168.7462745779906
34,147.0,26.2,No action,1.932098765432099,245.89179723477648
35,154.0,27.066666666666666,Hold,1.9245283018867927,201.56736326543864
36,155.0,27.533333333333335,Hold,1.9245283018867927,199.42576075372193
37,160.0,24.2,No action,1.6666666666666667,143.75603856725127
38,164.0,18.433333333333334,Hold,1.6037483266398926,167.03987494503127
39,168.0,17.7,No action,1.6711711711711712,203.61540202621964
40,176.0,21.166666666666668,Hold,1.3518518518518519,241.8446383976734
41,177.0,21.633333333333333,Hold,1.3518518518518519,239.6098083542978
42,178.0,22.133333333333333,Hold,1.3518518518518519,236.61163692325837
43,181.0,20.733333333333334,No action,1.463431786216596,226.880055866857
44,184.0,22.066666666666666,Hold,1.3012820512820515,220.456785527061
45,187.0,23.633333333333333,No action,1.436301121968874,203.48486151718188
46,190.0,25.233333333333334,Hold,1.400990099009901,180.96504806215725
47,201.0,26.266666666666666,No action,1.2553348050036788,81.17361930304804
48,206.0,20.3,Hold,1.485063752276867,101.29203227877105
49,208.0,21.1,No action,1.3169276659209543,113.09293301764689
50,210.0,21.933333333333334,Skip,1.3625429553264607,122.6924698090291
51,211.0,22.366666666666667,No action,1.2789432789432786,124.28945300824817
52,214.0,23.733333333333334,Hold,1.2645407139991978,122.78479891029419
53,216.0,24.7,Hold,1.2934215804251907,127.20230404485994
54,224.0,28.666666666666668,Hold,1.352124183006536,175.46753552920075
55,228.0,29.066666666666666,No action,1.383558835588356,172.2555358382435
56,230.0,30.066666666666666,No action,1.4109477124183007,172.38201316405193
57,231.0,29.033333333333335,Hold,1.4278392783927838,172.42054078662105
58,238.0,29.933333333333334,No action,1.6111111111111112,173.63857019736463
59,239.0,30.4,No action,1.5818490245971162,173.24813028692864
60,242.0,26.133333333333333,Hold,1.7699652777777781,161.1622673522665
61,245.0,25.133333333333333,Hold,1.727450980392157,262.85105596697485
62,247.0,25.8,Hold,1.3109318996415769,250.18158033864282
63,248.0,23.333333333333332,Hold,1.261583445793972,254.51460419760372
64,256.0,22.466666666666665,Hold,1.2004219409282697,232.616966959263
65,258.0,23.166666666666668,No action,1.2004219409282697,226.75390566928758
66,261.0,19.333333333333332,Hold,1.2777777777777777,208.6786173023111
67,266.0,19.533333333333335,Hold,1.4188034188034186,200.26789842219608
68,272.0,21.733333333333334,Hold,1.1948083454633676,133.13261586164217
69,273.0,22.1,Hold,1.1948083454633676,136.18217372827476
70,280.0,23.666666666666668,Hold,1.468888888888889,166.93090603308832
71,285.0,24.733333333333334,No action,1.6000502765208642,179.61153738065667
72,289.0,26.333333333333332,Hold,1.6505050505050505,173.62834407471186
73,295.0,28.733333333333334,Hold,1.6602067183462532,162.0220815238211
74,296.0,29.166666666666668,Hold,1.611111111111111,160.14688274930919
75,298.0,30.033333333333335,Hold,1.476525821596244,150.93463003590594
76,300.0,29.533333333333335,Hold,1.357905982905983,138.08328571184276
77,302.0,30.333333333333332,Hold,1.4362662154540327,127.28044752795569
78,308.0,28.933333333333334,No action,1.4593356242840776,118.26629862391323
79,312.0,29.533333333333335,No action,1.4565707839819513,113.19239014265737
80,315.0,26.6,Hold,1.7070707070707072,103.6291364917002
81,316.0,27.033333333333335,No action,1.572737686139748,105.3265288135595
82,319.0,26.266666666666666,No action,2.151515151515152,102.75944271290436
83,322.0,27.066666666666666,Hold,1.789598108747045,111.93548057010135
84,333.0,27.566666666666666,Hold,1.7292030250145438,138.3722942226228
85,335.0,28.433333333333334,Hold,1.7292030250145438,186.24060681317303
86,336.0,28.9,Hold,1.8853427895981087,181.59841168120337
87,341.0,31.266666666666666,Hold,2.2627118644067794,151.47560710833787
88,347.0,33.0,No action,2.417790622992935,143.51322145097873
89,348.0,33.5,No action,2.417790622992935,143.01984559507025
90,350.0,34.53333333333333,Hold,2.467700258397933,150.0971614496885
91,352.0,35.6,Hold,2.368507560815253,159.23899519278234
92,353.0,36.13333333333333,Hold,2.2738330046022353,160.85956102350053
93,355.0,33.2,Hold,2.833333333333333,160.21694428393675
94,356.0,32.1,No action,2.8279132791327917,160.52784505854083
95,358.0,32.96666666666667,Hold,2.9876543209876543,155.50743934508947
96,359.0,31.533333333333335,Hold,3.011904761904762,150.66551568262798
97,368.0,20.9,No action,3.1892655367231635,138.71999798977774
98,371.0,21.1,Hold,3.2222222222222223,159.48654254636995
99,378.0,23.5,Hold,3.12920634920635,212.17571775011814
100,379.0,24.066666666666666,Hold,3.12920634920635,213.05004514257624
101,380.0,24.633333333333333,Hold,3.12920634920635,208.77344428876017
102,382.0,22.566666666666666,Skip,3.9438021836865773,191.01032166862242
103,387.0,21.766666666666666,Hold,3.207252162341982,139.7982298787708
104,394.0,25.5,Hold,3.4376693766937674,97.38850276473167
105,396.0,26.6,Hold,3.4376693766937674,91.36534454610111
106,401.0,27.166666666666668,Hold,3.3947368421052633,117.80095319057489
107,402.0,26.3,Hold,3.5044958253050744,121.34128960451096
108,403.0,26.8,Hold,3.3947368421052633,124.37555928560893
109,404.0,23.633333333333333,No action,3.16540404040404,127.52300600961533
110,406.0,12.9,No action,3.401924270639354,137.38232340197098
111,407.0,11.8,Hold,3.5666666666666664,141.9559421196009
112,409.0,9.533333333333333,Hold,2.8544382371198016,223.2297499362234
113,416.0,12.1,Hold,2.827683615819209,187.8113139343955
114,422.0,13.1,No action,2.7937853107344632,209.8133835380646
115,426.0,14.566666666666666,Hold,2.7937853107344632,227.13953328197965
116,427.0,14.933333333333334,Hold,2.7937853107344632,227.198678411133
117,438.0,17.8,Hold,2.4409120102761728,195.89989661138804
118,441.0,19.133333333333333,No action,2.525839793281654,199.38556301698335
119,443.0,20.133333333333333,Hold,2.525839793281654,211.28665395205843
120,446.0,21.666666666666668,Hold,2.6345029239766085,215.43793692454017
121,448.0,21.333333333333332,No action,2.521836865767502,223.58501509281095
122,449.0,19.7,No action,2.472222222222222,226.83106792763
123,450.0,19.866666666666667,Skip,2.472222222222222,226.164791510016
124,451.0,19.433333333333334,Hold,2.5527622594661703,221.59246852511944
125,452.0,18.433333333333334,No action,2.6792510742786986,217.12953240657703
126,456.0,16.633333333333333,Hold,2.406229929351317,207.42802226143442
127,459.0,16.0,No action,2.29040404040404,205.00878039104285
128,474.0,23.633333333333333,Hold,2.279040404040404,193.94123298008876
129,477.0,24.9,No action,2.228739913097455,182.6773234601286
130,478.0,24.8,Hold,2.228739913097455,182.22053639404655
131,480.0,25.866666666666667,Hold,1.988505747126437,182.36691147291896
132,482.0,24.333333333333332,No action,2.0804597701149428,182.926225855003
133,483.0,23.2,Hold,2.1234920634920638,184.89041105706042
134,484.0,23.666666666666668,No action,2.0478484264611434,185.90250433944948
135,489.0,21.633333333333333,No action,2.013166345536288,226.9898450601187
136,492.0,22.933333333333334,Hold,2.236842105263158,223.47590857656317
137,494.0,23.8,No action,2.3049095607235137,219.46708095941335
138,497.0,24.1,Hold,2.3021836865767504,239.10430283153246
139,498.0,22.6,No action,2.2563131313131315,231.3875457256528
140,500.0,23.4,No action,2.275862068965518,221.17855704710328
141,501.0,19.766666666666666,Hold,2.2966101694915255,219.54129207104677
142,505.0,18.666666666666668,Hold,2.6910866910866913,209.54327503028264
143,509.0,18.2,Hold,2.2185592185592187,204.58508186742964
144,510.0,18.633333333333333,No action,2.1448087431693987,203.84764358523086
145,513.0,19.166666666666668,Hold,2.150527622594661,217.76246579674034
146,521.0,20.1,Hold,2.172873991309745,175.55747605394683
147,523.0,20.966666666666665,No action,2.177777777777778,157.58329177714558
148,525.0,20.133333333333333,No action,2.3546546546546545,138.87803711192683
149,526.0,20.1,Hold,2.5023640661938535,131.1893734505534
150,527.0,20.633333333333333,Hold,2.419519519519519,126.58108431425616
151,531.0,21.766666666666666,Hold,2.369538077403246,136.19317795749615
152,534.0,20.666666666666668,Hold,2.2149206349206354,136.1094762180724
153,540.0,22.866666666666667,No action,2.267676767676768,167.09211094802964
154,542.0,23.933333333333334,Hold,2.267676767676768,159.49188809537975
155,546.0,22.733333333333334,No action,2.188888888888889,151.61487590903988
156,552.0,25.966666666666665,Hold,2.157777777777778,174.0627709176004
157,558.0,29.5,Hold,2.157777777777778,185.1305458187246
158,559.0,30.1,Hold,2.157777777777778,183.7237769583193
159,560.0,30.7,Hold,2.157777777777778,183.0186036192
160,561.0,31.3,Hold,2.157777777777778,178.7922963160945
161,562.0,30.166666666666668,No action,2.154040404040404,175.5877036269518
162,567.0,28.8,Hold,2.2,174.991324119122
163,568.0,29.366666666666667,Skip,2.2151626764886436,193.78574826804748
164,573.0,29.566666666666666,Hold,2.28978978978979,189.90532251478479
165,575.0,30.633333333333333,Hold,2.28978978978979,188.3589493513993
166,578.0,23.466666666666665,No action,2.414057704112953,173.1744027709557
167,580.0,24.433333333333334,No action,2.422222222222222,168.87338130032686
168,582.0,25.433333333333334,Hold,2.5304158907510863,166.66403800913164
169,586.0,19.466666666666665,No action,2.5156054931335836,173.49417354507773
170,587.0,19.966666666666665,Hold,2.5176767676767677,176.8276734286821
171,592.0,19.966666666666665,No action,2.7444444444444445,183.55629850220419
172,595.0,21.366666666666667,Hold,2.653320918684047,193.83368544623022
173,601.0,21.266666666666666,No action,2.607235142118863,177.55149635274483
174,604.0,22.866666666666667,Hold,2.5815253122945427,178.63983987094832
175,605.0,23.4,Hold,2.5815253122945427,177.22460549393008
176,606.0,23.933333333333334,Hold,2.5815253122945427,221.90282593558442
177,611.0,21.2,Hold,2.547619047619047,220.69650209104407
178,614.0,22.666666666666668,No action,2.6922821024617427,215.66364287676438
179,616.0,21.466666666666665,Skip,2.6643655489809333,205.12158344004328
180,617.0,17.433333333333334,Hold,2.7816537467700253,200.90779421440766
181,620.0,15.833333333333334,Hold,2.7748538011695905,197.76362081420137
182,627.0,15.833333333333334,No action,2.8095238095238093,218.2909309598215
183,629.0,16.7,No action,2.8095238095238093,220.50677163683795
184,634.0,17.333333333333332,Hold,2.8095238095238093,145.9898951754733
185,639.0,19.5,Hold,2.924242424242424,181.53709870985256
186,646.0,20.3,Hold,2.924242424242424,212.34947875777866
187,648.0,21.233333333333334,Hold,2.924242424242424,205.8288042278783
188,650.0,15.166666666666666,Hold,3.6383898868928797,198.2916952623469
189,653.0,13.0,Hold,3.3349206349206346,184.19452102638374
190,656.0,14.066666666666666,No action,3.195402298850574,169.8738695726641
191,657.0,14.433333333333334,Hold,3.195402298850574,165.62600594055283
192,659.0,13.9,No action,3.1292063492063487,159.8648352482312
193,660.0,12.966666666666667,Hold,3.1379310344827585,159.87837592293658
194,662.0,13.7,Hold,3.2467700258397936,167.083878485635
195,664.0,14.433333333333334,Hold,3.026143790849674,166.11447470535424
196,666.0,13.366666666666667,Skip,3.0723514211886305,167.6861096556617
197,668.0,13.233333333333333,Hold,3.0490956072351425,167.39386253190042
198,671.0,11.9,Hold,3.1494252873563218,160.17370461013243
199,681.0,15.4,Hold,3.0536287732819525,174.45383868972888
200,686.0,17.433333333333334,Hold,3.0839793281653747,171.13040762036243
201,687.0,17.866666666666667,No action,3.0839793281653747,170.75973278192612
202,691.0,19.9,No action,3.3644986449864493,165.6139828825893
203,693.0,21.033333333333335,Hold,3.2986111111111107,167.54826846657014
204,694.0,21.6,Hold,3.5512820512820515,169.03970043378294
205,697.0,22.666666666666668,No action,3.6241830065359477,173.48810895050488
206,698.0,23.266666666666666,Hold,3.6241830065359477,173.35911101233668
207,699.0,23.9,Hold,3.6241830065359477,173.70986244007747
208,701.0,22.4,Hold,3.5093795093795097,174.09005424037497
209,704.0,21.7,Hold,3.475230007077141,150.54650641931806
210,706.0,20.8,No action,3.3867924528301887,214.86654279943957
211,707.0,21.333333333333332,Hold,3.5,210.43032012835283
212,713.0,21.6,Hold,4.066037735849055,143.67327578786976
213,717.0,22.933333333333334,No action,3.7913279132791327,141.25044736339083
214,718.0,23.466666666666665,Skip,3.864197530864198,142.65052806638315
215,719.0,24.033333333333335,No action,3.864197530864198,143.614467230269
216,720.0,23.833333333333332,No action,3.8818181818181823,144.91322452256537
217,724.0,17.333333333333332,Hold,4.285310734463276,143.63123167408858
218,725.0,17.733333333333334,Hold,4.285310734463276,142.3900456919036
219,734.0,23.033333333333335,No action,4.704678362573099,142.64829329270287
220,739.0,24.6,Hold,4.7790849673202604,157.94160965916606
221,740.0,25.166666666666668,No action,4.7790849673202604,160.5894515864766
222,741.0,25.733333333333334,Skip,4.7790849673202604,162.7476933135058
223,745.0,27.133333333333333,Hold,4.7790849673202604,166.67481233530745
224,751.0,25.666666666666668,No action,4.476190476190477,159.35524997670737
225,754.0,25.533333333333335,No action,4.439513477975017,158.7547408578703
226,755.0,26.1,Hold,4.439513477975017,161.53797127504555
227,756.0,26.666666666666668,Hold,4.439513477975017,165.15935249372302
228,759.0,22.9,No action,4.402614379084967,179.19591263392934
229,761.0,23.833333333333332,Hold,4.379084967320261,181.85748001466885
230,768.0,24.566666666666666,Hold,4.498685075608152,231.75611983262027
231,770.0,25.566666666666666,No action,4.498685075608152,217.88498495355267
232,772.0,24.3,Hold,4.271753681392236,193.82209342468545
