Boarding Stop,Alighting Stop,Hour,Total
54009,54319.0,17,4
54009,54329.0,17,6
54009,54339.0,17,1
54009,66041.0,17,6
54009,66051.0,17,4
54009,66359.0,17,9
54009,66379.0,17,1
54009,71091.0,17,1
54009,71131.0,17,1
54009,72021.0,17,1
54009,72061.0,17,7
54009,72071.0,17,1
54009,75009.0,17,9
54009,76129.0,17,5
54009,84471.0,17,3
54009,84499.0,17,1
54101,62039.0,17,1
54101,66359.0,17,1
54329,84499.0,17,1
54339,62059.0,17,1
62019,71091.0,17,1
62039,84621.0,17,1
62049,84631.0,17,1
62059,71131.0,17,1
62059,75009.0,17,2
62141,70279.0,17,2
66031,66359.0,17,5
66031,71141.0,17,2
66041,62059.0,17,1
66041,66359.0,17,1
66051,66359.0,17,8
66051,75009.0,17,1
66051,84601.0,17,1
66359,62039.0,17,3
66359,62059.0,17,7
66359,71131.0,17,2
66359,71161.0,17,2
66359,72061.0,17,1
66359,84461.0,17,1
66359,84499.0,17,3
66379,62049.0,17,1
66379,70279.0,17,1
66379,71091.0,17,2
66379,72021.0,17,1
70269,84471.0,17,1
70279,76119.0,17,1
70279,84471.0,17,1
70289,71131.0,17,1
70289,71161.0,17,1
70289,72061.0,17,1
70289,84471.0,17,3
70299,72021.0,17,1
70299,75009.0,17,1
70299,76129.0,17,1
70299,84471.0,17,1
70309,75009.0,17,1
71131,76289.0,17,4
71131,84489.0,17,1
71141,71091.0,17,1
71151,71091.0,17,1
71151,71131.0,17,1
71151,72071.0,17,1
71151,75009.0,17,2
71161,72021.0,17,1
72061,75009.0,17,4
72071,75009.0,17,3
72071,76119.0,17,1
72071,76129.0,17,1
75341,75009.0,17,4
76119,75009.0,17,2
76129,75009.0,17,14
76289,75009.0,17,22
84471,75009.0,17,5
84471,76119.0,17,2
84471,76129.0,17,6
84471,84611.0,17,1
84471,84621.0,17,1
84471,84631.0,17,1
84499,75009.0,17,3
84499,76119.0,17,1
84499,84471.0,17,1
84631,75009.0,17,2
