,time,meanWaitTime
0,606.0,378.1666666666667
0,664.0,425.69444444444446
0,740.0,478.2432432432432
0,814.0,523.1794871794872
0,831.0,526.9487179487179
0,858.0,555.1578947368421
0,896.0,577.4473684210526
0,925.0,602.6842105263158
0,967.0,631.3684210526316
0,1087.0,698.4615384615385
0,1174.0,768.1538461538462
0,1193.0,747.829268292683
0,1201.0,764.275
0,1233.0,808.5897435897435
0,1249.0,841.7894736842105
0,1254.0,846.7894736842105
0,1264.0,867.0833333333334
0,1265.0,868.0833333333334
0,1275.0,838.972972972973
0,1284.0,842.2162162162163
0,1334.0,865.972972972973
0,1356.0,872.5675675675676
0,1401.0,851.7948717948718
0,1425.0,862.1052631578947
0,1427.0,864.1052631578947
0,1455.0,873.3243243243244
0,1464.0,890.0277777777778
0,1490.0,884.027027027027
0,1493.0,863.7105263157895
0,1503.0,874.5
0,1581.0,965.6
0,1592.0,976.6
0,1639.0,979.2222222222222
0,1692.0,998.7297297297297
0,1704.0,991.8611111111111
0,1705.0,992.8611111111111
0,1758.0,980.078947368421
0,1782.0,978.8974358974359
0,1796.0,992.8974358974359
0,1801.0,997.8974358974359
0,1803.0,1012.1842105263158
0,1821.0,1043.7567567567567
0,1864.0,1042.5945945945946
0,1865.0,1043.5945945945946
0,1885.0,1035.918918918919
0,1934.0,1030.2307692307693
0,1937.0,1033.2307692307693
0,1943.0,1053.1052631578948
0,1974.0,1007.0
0,2008.0,991.219512195122
0,2011.0,994.219512195122
0,2017.0,1012.1
0,2040.0,1012.1282051282051
0,2042.0,1014.1282051282051
0,2043.0,1015.1282051282051
0,2058.0,1011.4871794871794
0,2059.0,1012.4871794871794
0,2088.0,1013.075
0,2100.0,1016.2
0,2114.0,1019.4
0,2119.0,1024.4
0,2136.0,1054.2564102564102
0,2150.0,1003.125
0,2178.0,982.6666666666666
0,2195.0,999.7073170731708
0,2196.0,1000.7073170731708
0,2246.0,1044.1463414634147
0,2251.0,1049.1463414634147
0,2297.0,1075.425
0,2316.0,1053.9512195121952
0,2349.0,1071.658536585366
0,2370.0,1092.658536585366
0,2386.0,1077.3333333333333
0,2392.0,1083.3333333333333
0,2395.0,1086.3333333333333
0,2396.0,1087.3333333333333
0,2401.0,1106.7317073170732
0,2422.0,1123.0
0,2429.0,1146.657894736842
0,2448.0,1181.6216216216217
0,2464.0,1134.945945945946
0,2476.0,1164.5277777777778
0,2479.0,1167.5277777777778
0,2495.0,1183.5277777777778
0,2510.0,1198.5277777777778
0,2534.0,1244.8857142857144
0,2535.0,1245.8857142857144
0,2537.0,1247.8857142857144
0,2550.0,1240.1470588235295
0,2564.0,1218.6857142857143
0,2605.0,1162.2894736842106
0,2624.0,1166.8947368421052
0,2625.0,1167.8947368421052
0,2626.0,1168.8947368421052
0,2630.0,1202.1351351351352
0,2635.0,1228.361111111111
0,2653.0,1213.081081081081
0,2659.0,1244.2777777777778
0,2660.0,1245.2777777777778
0,2673.0,1279.4857142857143
0,2693.0,1263.75
0,2695.0,1265.75
0,2697.0,1267.75
0,2717.0,1175.8055555555557
0,2723.0,1167.5833333333333
0,2724.0,1168.5833333333333
0,2762.0,1194.8857142857144
0,2782.0,1214.8857142857144
0,2785.0,1217.8857142857144
0,2788.0,1289.0
0,2789.0,1290.0
0,2845.0,1355.483870967742
0,2851.0,1391.0
0,2859.0,1337.5806451612902
0,2895.0,1330.96875
0,2897.0,1332.96875
0,2907.0,1293.483870967742
0,2914.0,1300.483870967742
0,2934.0,1309.516129032258
0,2965.0,1260.6363636363637
0,2990.0,1248.2058823529412
0,3006.0,1264.2058823529412
0,3012.0,1270.2058823529412
0,3027.0,1233.3636363636363
0,3032.0,1238.3636363636363
0,3041.0,1241.21875
0,3053.0,1274.1612903225807
0,3064.0,1285.1612903225807
0,3081.0,1250.53125
0,3086.0,1217.5454545454545
0,3103.0,1269.1875
0,3118.0,1284.1875
0,3133.0,1246.0625
0,3142.0,1234.5
0,3147.0,1239.5
0,3153.0,1245.5
0,3171.0,1171.90625
0,3202.0,1070.888888888889
0,3208.0,1094.5428571428572
0,3212.0,1098.5428571428572
0,3218.0,901.1081081081081
0,3220.0,879.3947368421053
0,3239.0,906.4324324324324
0,3255.0,898.421052631579
0,3257.0,900.421052631579
0,3267.0,919.9459459459459
0,3268.0,920.9459459459459
0,3281.0,909.5263157894736
0,3284.0,912.5263157894736
0,3288.0,920.7297297297297
0,3291.0,911.8378378378378
0,3307.0,901.9411764705883
0,3320.0,889.0857142857143
0,3330.0,895.8
0,3337.0,902.8
0,3356.0,896.4722222222222
0,3391.0,931.4722222222222
0,3392.0,932.4722222222222
0,3394.0,934.4722222222222
0,3395.0,935.4722222222222
0,3420.0,946.7941176470588
0,3435.0,902.5714285714286
0,3449.0,898.3235294117648
0,3454.0,892.2647058823529
0,3489.0,853.5945945945946
0,3500.0,894.5714285714286
0,3502.0,871.6944444444445
0,3518.0,794.3055555555555
0,3548.0,764.1578947368421
0,3568.0,784.1578947368421
0,3592.0,768.775
0,3595.0,753.0243902439024
0,3597.0,737.0714285714286
0,3599.0,756.390243902439
0,3601.0,772.425
0,3608.0,798.5526315789474
0,3611.0,801.5526315789474
0,3615.0,815.7297297297297
0,3628.0,840.3055555555555
0,3636.0,865.8285714285714
0,3641.0,846.7222222222222
0,3649.0,854.7222222222222
0,3655.0,844.6388888888889
0,3664.0,853.6388888888889
0,3678.0,875.4571428571429
0,3685.0,905.6764705882352
0,3696.0,890.8
0,3702.0,880.0571428571428
0,3729.0,859.0540540540541
0,3733.0,863.0540540540541
0,3738.0,885.8888888888889
0,3739.0,876.9166666666666
0,3749.0,928.4848484848485
0,3780.0,881.8888888888889
0,3791.0,892.8888888888889
0,3794.0,895.8888888888889
0,3800.0,901.7428571428571
0,3823.0,936.5294117647059
0,3827.0,940.5294117647059
0,3828.0,941.5294117647059
0,3841.0,999.625
0,3849.0,1027.9032258064517
0,3850.0,1028.9032258064517
0,3858.0,979.7931034482758
0,3859.0,980.7931034482758
0,3866.0,972.7586206896551
0,3872.0,960.1034482758621
0,3883.0,885.1428571428571
0,3894.0,876.8928571428571
0,3896.0,878.8928571428571
0,3900.0,900.8148148148148
0,3916.0,928.7692307692307
0,3919.0,897.2962962962963
0,3921.0,899.2962962962963
0,3962.0,830.0
0,3977.0,845.0
0,3980.0,848.0
0,3986.0,883.9642857142857
0,4012.0,881.4285714285714
0,4040.0,673.6875
0,4045.0,678.6875
0,4048.0,661.060606060606
0,4059.0,681.6774193548387
0,4079.0,645.2727272727273
0,4087.0,636.0909090909091
0,4097.0,627.3235294117648
0,4103.0,596.5142857142857
0,4105.0,588.2571428571429
0,4115.0,589.1470588235294
0,4129.0,586.0857142857143
0,4132.0,572.75
0,4165.0,555.8974358974359
0,4190.0,580.8974358974359
0,4194.0,584.8974358974359
0,4197.0,596.8421052631579
0,4199.0,606.5405405405405
0,4201.0,608.5405405405405
0,4205.0,626.0
0,4206.0,627.0
0,4224.0,637.7714285714286
0,4231.0,644.7714285714286
0,4236.0,662.8235294117648
0,4245.0,675.939393939394
0,4254.0,684.939393939394
0,4264.0,664.84375
0,4289.0,652.3333333333334
0,4291.0,654.3333333333334
0,4301.0,656.4242424242424
0,4317.0,634.5428571428571
0,4318.0,635.5428571428571
0,4328.0,659.0294117647059
0,4335.0,673.8125
0,4338.0,656.3333333333334
0,4344.0,664.53125
0,4363.0,663.3333333333334
0,4367.0,647.7647058823529
0,4378.0,548.6060606060606
0,4389.0,543.4117647058823
0,4394.0,526.6
0,4407.0,531.8857142857142
0,4419.0,527.8611111111111
0,4426.0,534.5277777777778
0,4432.0,539.8571428571429
0,4448.0,555.8571428571429
0,4455.0,544.3055555555555
0,4460.0,549.3055555555555
0,4461.0,564.4
0,4465.0,568.4
0,4471.0,581.7272727272727
0,4472.0,582.7272727272727
0,4492.0,558.1764705882352
0,4496.0,562.1764705882352
0,4499.0,550.9411764705883
0,4500.0,551.9411764705883
0,4509.0,548.6969696969697
0,4516.0,557.59375
0,4521.0,562.59375
0,4556.0,565.6969696969697
0,4567.0,559.8529411764706
0,4577.0,589.375
0,4587.0,537.0
0,4596.0,547.6333333333333
0,4598.0,531.9677419354839
0,4602.0,538.4666666666667
0,4606.0,523.1333333333333
0,4622.0,537.5862068965517
0,4651.0,571.4285714285714
0,4653.0,573.4285714285714
0,4659.0,587.2592592592592
0,4693.0,594.6785714285714
0,4696.0,597.6785714285714
0,4703.0,608.8148148148148
0,4704.0,609.8148148148148
0,4714.0,627.92
0,4720.0,609.7692307692307
0,4781.0,569.7666666666667
0,4790.0,578.7666666666667
0,4794.0,582.7666666666667
0,4799.0,587.7666666666667
0,4801.0,578.1666666666666
0,4805.0,586.1034482758621
0,4818.0,579.3666666666667
0,4820.0,581.3666666666667
0,4824.0,585.3666666666667
0,4830.0,576.4
0,4835.0,581.4
0,4837.0,567.8333333333334
0,4864.0,575.7666666666667
0,4892.0,603.2758620689655
0,4893.0,604.2758620689655
0,4894.0,605.2758620689655
0,4896.0,587.0666666666667
0,4910.0,432.37931034482756
0,4925.0,432.3448275862069
0,4934.0,436.7857142857143
0,4935.0,437.7857142857143
0,4938.0,407.0689655172414
0,4943.0,429.46153846153845
0,4958.0,444.46153846153845
0,4964.0,450.46153846153845
0,4965.0,451.46153846153845
0,4973.0,440.8
0,4993.0,433.7692307692308
0,5001.0,432.6923076923077
0,5008.0,458.1666666666667
0,5023.0,448.0
0,5031.0,452.2173913043478
0,5035.0,456.2173913043478
0,5047.0,430.0416666666667
0,5048.0,431.0416666666667
0,5055.0,430.625
0,5061.0,431.04347826086956
0,5062.0,432.04347826086956
0,5063.0,433.04347826086956
0,5069.0,432.17391304347825
0,5084.0,425.60869565217394
0,5090.0,431.60869565217394
0,5092.0,433.60869565217394
0,5097.0,405.5416666666667
0,5100.0,213.52173913043478
0,5102.0,219.45454545454547
0,5115.0,205.28
0,5121.0,203.30769230769232
0,5146.0,207.48
0,5161.0,214.26923076923077
0,5173.0,217.96296296296296
0,5174.0,218.96296296296296
0,5186.0,206.15384615384616
0,5192.0,195.53846153846155
0,5202.0,196.16666666666666
0,5223.0,208.64
0,5258.0,219.84615384615384
0,5260.0,221.84615384615384
0,5271.0,221.12
0,5276.0,209.55555555555554
0,5288.0,203.11111111111111
0,5294.0,201.82142857142858
0,5300.0,200.82758620689654
0,5301.0,191.14285714285714
0,5306.0,196.14285714285714
