Boarding Stop,Alighting Stop,Hour,Total
410460005,410459904,9,6
410460005,410459897,9,1
410460005,410482520,9,1
410460005,410467153,9,2
410460005,410462101,9,1
410460005,1531005322,9,1
410460005,410482570,9,1
410460005,410464251,9,1
410460005,410466111,9,1
410460005,410465915,9,5
410460005,410465917,9,1
410459904,410467153,9,2
410459904,410462101,9,1
410459904,410462103,9,1
410459904,1531005322,9,2
410459904,410475114,9,2
410459904,410464251,9,2
410459904,410466111,9,1
410459904,410465915,9,1
410459897,410462103,9,2
410459897,1531005322,9,4
410459897,410475114,9,2
410459897,410471081,9,2
410459897,410464251,9,2
410459901,410459904,9,1
410459901,1531005322,9,1
410459901,410475114,9,1
410459901,410471081,9,1
410459901,410480724,9,1
410459901,410465916,9,1
410482568,410482570,9,1
410482568,410465915,9,1
410482572,410464251,9,2
410482520,410482568,9,2
410482520,410471081,9,1
410482520,410465916,9,1
410482520,410465915,9,1
410467153,410465916,9,1
410467153,410466111,9,1
410462101,1531005322,9,4
410462103,1531005322,9,15
410462103,410475114,9,1
410462103,410464251,9,1
410459651,410482568,9,1
410459651,1531005322,9,2
1531005322,410482572,9,1
1531005322,410464251,9,1
1531005322,410465915,9,1
410475114,410482568,9,2
410475114,410482520,9,2
410475114,1531005322,9,1
410475114,410482570,9,1
410475114,410482564,9,3
410475114,410480716,9,1
410475114,410464251,9,1
410475114,410462762,9,2
410475114,410465915,9,1
410482570,410480724,9,1
410482570,410465915,9,1
410464248,410464251,9,2
410464248,410466111,9,1
410480724,410464251,9,1
410480724,410462762,9,1
410480724,410465915,9,1
410465916,410464251,9,8
410465916,410464251,9,1
410465916,410465915,9,1
410465916,410465915,9,1
410465916,410465917,9,3
410465916,410462762,9,1
410466111,410464251,9,15
410462762,410464251,9,9
410465915,410464251,9,7
410465915,410466111,9,1
410465915,410462762,9,1
410465915,410462762,9,1
410465917,410464251,9,5
410465917,410466111,9,2
410465917,410465915,9,3
410465917,410465915,9,2
410465917,410465915,9,3
