,means
0,320.7511412784918
1,327.45397593097266
2,329.83840231823893
3,328.0244594740712
4,327.78603972796486
5,328.02805864208534
6,319.24847908827536
7,327.2639012623067
8,329.2047867739275
9,318.89526415379686
10,325.64945086501314
