,means
0,328.5168464428585
1,336.218943619212
2,331.13456542214675
3,334.7307655313691
4,335.6480785269944
5,333.55157833204106
6,336.1849768134079
7,337.2893060283236
8,332.779205229054
9,332.08294872521026
10,333.8137214670618
