,means
0,329.69580344148727
1,338.4863576032201
2,332.3068379640633
3,336.75693692018694
4,338.01815293106546
5,335.1875035956578
6,339.5110954552412
7,339.6675157836929
8,333.4686661452354
9,335.40538082287696
10,335.85042506627275
