Boarding Stop,Alighting Stop,Hour,Total
54009,54319.0,8,1
54009,62019.0,8,1
54009,62049.0,8,2
54009,66031.0,8,1
54009,66051.0,8,1
54009,66379.0,8,3
54009,71131.0,8,1
54009,72021.0,8,1
54009,72061.0,8,1
54009,75341.0,8,2
54009,76289.0,8,1
54319,62049.0,8,2
54319,66091.0,8,4
54319,66359.0,8,2
54319,70309.0,8,2
54319,71091.0,8,1
54319,75009.0,8,1
54329,66051.0,8,1
54329,66359.0,8,1
54329,66379.0,8,1
54329,70299.0,8,2
54329,75009.0,8,1
54329,84499.0,8,1
54339,62039.0,8,1
54339,62059.0,8,4
54339,62141.0,8,1
54339,66041.0,8,1
54339,70279.0,8,1
54339,75009.0,8,1
62039,70289.0,8,1
62039,75009.0,8,2
62039,76289.0,8,1
62049,71151.0,8,1
62059,70299.0,8,1
62059,71131.0,8,2
62059,71141.0,8,2
62059,76289.0,8,2
62141,70289.0,8,1
66031,66359.0,8,2
66031,66379.0,8,2
66041,66359.0,8,1
66041,66379.0,8,1
66041,75009.0,8,1
66041,76289.0,8,1
66051,62039.0,8,1
66051,62049.0,8,1
66051,62059.0,8,2
66051,66359.0,8,4
66051,66379.0,8,1
66051,71131.0,8,1
66051,72021.0,8,1
66051,75009.0,8,1
66051,76129.0,8,1
66051,76289.0,8,1
66091,62141.0,8,1
66091,66359.0,8,1
66091,75341.0,8,1
66359,70299.0,8,1
66379,70289.0,8,1
66379,70309.0,8,1
66379,72071.0,8,1
66379,76129.0,8,1
66379,84499.0,8,1
70269,71151.0,8,1
70299,72071.0,8,1
70309,71151.0,8,2
70309,75341.0,8,1
71091,72071.0,8,2
71091,75009.0,8,1
71091,76129.0,8,1
71131,71091.0,8,1
71131,75009.0,8,1
71141,72021.0,8,1
71141,75009.0,8,1
71151,76119.0,8,1
71151,76129.0,8,1
72021,72071.0,8,1
72021,76129.0,8,1
72021,84471.0,8,8
72021,84489.0,8,2
72021,84499.0,8,2
72061,75009.0,8,5
72061,75341.0,8,2
72061,84471.0,8,2
72061,84499.0,8,2
72071,75009.0,8,2
72071,76129.0,8,1
72071,84471.0,8,1
75341,75009.0,8,2
75341,76129.0,8,3
76119,75009.0,8,3
76129,75009.0,8,18
76289,75009.0,8,5
84461,76129.0,8,1
84471,75009.0,8,4
84471,75341.0,8,2
84471,76289.0,8,2
84499,75009.0,8,3
84499,75341.0,8,2
84499,76119.0,8,1
84499,76129.0,8,1
84499,76289.0,8,1
84601,76129.0,8,1
84601,76289.0,8,1
84621,75009.0,8,2
84621,76119.0,8,1
84621,76129.0,8,3
84631,75009.0,8,1
84631,76129.0,8,1
84631,76289.0,8,1
