Boarding Stop,Alighting Stop,Hour,Total
54009,54319.0,15,2
54009,54329.0,15,9
54009,62039.0,15,1
54009,62049.0,15,1
54009,62059.0,15,1
54009,66041.0,15,2
54009,66051.0,15,1
54009,66359.0,15,9
54009,66379.0,15,2
54009,72021.0,15,2
54009,72061.0,15,3
54009,72071.0,15,2
54009,75009.0,15,5
54009,76129.0,15,1
54009,76289.0,15,5
54009,84471.0,15,3
54009,84499.0,15,3
54101,66051.0,15,1
54101,66379.0,15,1
54319,66051.0,15,1
54319,66379.0,15,1
54329,66031.0,15,1
54329,66051.0,15,1
54329,66379.0,15,1
54329,75009.0,15,1
54329,84471.0,15,1
54339,54319.0,15,1
54339,66031.0,15,1
54339,70309.0,15,1
54339,75009.0,15,2
54339,84471.0,15,1
62039,72071.0,15,1
62049,84471.0,15,2
62059,76129.0,15,1
62059,84499.0,15,2
62141,76129.0,15,1
62141,84499.0,15,1
66031,62141.0,15,1
66031,84471.0,15,1
66041,62141.0,15,1
66041,66359.0,15,7
66041,70299.0,15,1
66041,72021.0,15,2
66041,75009.0,15,1
66051,66359.0,15,11
66051,66379.0,15,1
66091,66359.0,15,1
66359,62029.0,15,3
66359,62039.0,15,1
66359,62049.0,15,2
66359,62059.0,15,9
66359,70289.0,15,1
66359,71091.0,15,4
66359,71161.0,15,1
66359,72021.0,15,3
66359,72061.0,15,3
66359,72071.0,15,2
66359,75009.0,15,6
66359,76129.0,15,4
66359,84471.0,15,2
66359,84499.0,15,3
66359,84621.0,15,2
66379,62049.0,15,1
66379,62059.0,15,1
66379,70309.0,15,1
66379,72071.0,15,1
66379,76289.0,15,1
66379,84499.0,15,1
70269,76129.0,15,1
70279,72071.0,15,1
70279,75009.0,15,1
70289,72061.0,15,2
70299,76129.0,15,2
70309,75009.0,15,1
71091,72061.0,15,1
71091,75009.0,15,5
71091,76129.0,15,1
71131,75009.0,15,1
71151,72061.0,15,1
71151,76129.0,15,1
71161,72071.0,15,3
71161,84471.0,15,1
71161,84489.0,15,1
72061,75009.0,15,4
72061,84471.0,15,2
72071,75009.0,15,7
72071,76129.0,15,2
72071,76289.0,15,1
75341,75009.0,15,2
76119,75009.0,15,3
76129,75009.0,15,6
76289,75009.0,15,17
76289,76119.0,15,1
84471,75009.0,15,2
84471,76129.0,15,2
84471,76289.0,15,4
84499,75009.0,15,6
84499,75341.0,15,1
84499,76119.0,15,1
84499,84471.0,15,1
84621,76289.0,15,1
84631,75009.0,15,2
