,means
0,165.01872342693093
1,166.74088697572577
2,169.72396500753462
3,168.45894534150185
4,161.96268850384087
5,173.5041908066153
6,164.35058459511447
7,168.33941146904743
8,158.0658274361964
9,168.20461502542608
10,166.43698385879335
