,time,meanWaitTime
0,732.0,351.4
0,808.0,443.8421052631579
0,888.0,498.89473684210526
0,915.0,515.6315789473684
0,964.0,531.8421052631579
0,979.0,546.8421052631579
0,1078.0,522.7727272727273
0,1201.0,669.2857142857143
0,1238.0,695.047619047619
0,1271.0,729.65
0,1333.0,677.3913043478261
0,1386.0,710.4347826086956
0,1408.0,747.1363636363636
0,1452.0,722.25
0,1476.0,759.1739130434783
0,1489.0,759.9545454545455
0,1575.0,873.1904761904761
0,1611.0,935.45
0,1675.0,954.7619047619048
0,1676.0,955.7619047619048
0,1781.0,1056.8947368421052
0,1801.0,984.8947368421053
0,1802.0,1013.2222222222222
0,1857.0,956.1578947368421
0,1864.0,993.7222222222222
0,1915.0,977.0
0,1953.0,815.6818181818181
0,1980.0,772.875
0,1986.0,788.2608695652174
0,2014.0,843.8181818181819
0,2020.0,813.0434782608696
0,2086.0,811.76
0,2103.0,825.96
0,2159.0,817.7407407407408
0,2171.0,829.7407407407408
0,2172.0,830.7407407407408
0,2186.0,872.1538461538462
0,2196.0,882.1538461538462
0,2241.0,867.7307692307693
0,2260.0,870.1153846153846
0,2278.0,903.88
0,2312.0,894.6923076923077
0,2340.0,830.0
0,2361.0,801.7142857142857
0,2385.0,797.9655172413793
0,2401.0,796.0
0,2417.0,769.3
0,2435.0,813.5862068965517
0,2457.0,835.5862068965517
0,2465.0,853.5714285714286
0,2472.0,880.2962962962963
0,2496.0,904.2962962962963
0,2524.0,899.4642857142857
0,2532.0,836.25
0,2537.0,850.2222222222222
0,2566.0,879.2222222222222
0,2581.0,894.2222222222222
0,2597.0,933.6923076923077
0,2609.0,945.6923076923077
0,2613.0,949.6923076923077
0,2614.0,950.6923076923077
0,2615.0,951.6923076923077
0,2635.0,927.7083333333334
0,2656.0,911.52
0,2657.0,912.52
0,2672.0,948.6666666666666
0,2685.0,996.7826086956521
0,2687.0,998.7826086956521
0,2688.0,999.7826086956521
0,2694.0,1091.0
0,2722.0,1004.55
0,2741.0,875.8571428571429
0,2755.0,916.15
0,2771.0,908.4
0,2784.0,875.952380952381
0,2829.0,898.2857142857143
0,2835.0,872.9
0,2848.0,844.2857142857143
0,2867.0,782.2727272727273
0,2894.0,752.4782608695652
0,2903.0,773.6363636363636
0,2940.0,776.3913043478261
0,2990.0,687.625
0,2995.0,692.625
0,3001.0,670.88
0,3057.0,711.8
0,3062.0,735.0
0,3072.0,768.1304347826087
0,3073.0,769.1304347826087
0,3192.0,684.0370370370371
0,3202.0,668.4814814814815
0,3214.0,659.0
0,3231.0,651.5555555555555
0,3232.0,652.5555555555555
0,3241.0,667.1923076923077
0,3244.0,670.1923076923077
0,3267.0,703.68
0,3268.0,704.68
0,3271.0,707.68
0,3285.0,637.1304347826087
0,3289.0,644.3181818181819
0,3304.0,638.8636363636364
0,3313.0,647.8636363636364
0,3331.0,676.2380952380952
0,3346.0,672.5238095238095
0,3354.0,685.4
0,3367.0,704.8421052631579
0,3378.0,715.8421052631579
0,3383.0,744.7777777777778
0,3393.0,780.8823529411765
0,3401.0,805.125
0,3423.0,785.7333333333333
0,3441.0,803.7333333333333
0,3460.0,822.7333333333333
0,3467.0,854.5714285714286
0,3484.0,895.0
0,3490.0,901.0
0,3494.0,905.0
0,3564.0,665.125
0,3568.0,669.125
0,3588.0,704.8
0,3594.0,710.8
0,3601.0,727.1428571428571
0,3615.0,766.3076923076923
0,3671.0,717.2
0,3678.0,679.3125
0,3681.0,682.3125
0,3698.0,751.4285714285714
0,3706.0,719.8571428571429
0,3720.0,707.5714285714286
0,3721.0,708.5714285714286
0,3729.0,716.5714285714286
0,3732.0,719.5714285714286
0,3752.0,702.5714285714286
0,3761.0,624.6923076923077
0,3778.0,596.3571428571429
0,3794.0,612.3571428571429
0,3805.0,668.6923076923077
0,3813.0,676.6923076923077
0,3819.0,696.5833333333334
0,3825.0,648.7692307692307
0,3836.0,613.4285714285714
0,3850.0,627.4285714285714
0,3877.0,573.75
0,3882.0,578.75
0,3884.0,580.75
0,3897.0,633.5
0,3912.0,605.4666666666667
0,3923.0,591.0666666666667
0,3956.0,552.2352941176471
0,3972.0,597.5
0,3977.0,602.5
0,3979.0,622.6666666666666
0,3987.0,630.6666666666666
0,3998.0,613.8
0,4022.0,646.3571428571429
0,4078.0,485.95
0,4079.0,486.95
0,4096.0,501.63157894736844
0,4149.0,527.05
0,4159.0,537.05
0,4168.0,548.6842105263158
0,4201.0,527.6666666666666
0,4204.0,532.5
0,4207.0,535.5
0,4209.0,537.5
0,4210.0,541.7368421052631
0,4216.0,568.0555555555555
0,4220.0,572.0555555555555
0,4257.0,570.2631578947369
0,4265.0,603.7777777777778
0,4268.0,606.7777777777778
0,4299.0,526.7142857142857
0,4329.0,564.8
0,4335.0,394.36842105263156
0,4341.0,380.0
0,4383.0,402.2
0,4384.0,403.2
0,4388.0,417.42105263157896
0,4394.0,435.3529411764706
0,4405.0,446.3529411764706
0,4409.0,454.625
0,4449.0,436.29411764705884
0,4456.0,418.94444444444446
0,4458.0,420.94444444444446
0,4466.0,455.9375
0,4475.0,437.70588235294116
0,4480.0,458.1875
0,4491.0,480.93333333333334
0,4508.0,490.7142857142857
0,4521.0,501.9230769230769
0,4535.0,515.9230769230769
0,4538.0,518.9230769230769
0,4554.0,497.5
0,4564.0,474.3333333333333
0,4570.0,450.4375
0,4584.0,464.4375
0,4609.0,402.94444444444446
0,4627.0,401.55555555555554
0,4633.0,407.55555555555554
0,4634.0,408.55555555555554
0,4660.0,403.55555555555554
0,4663.0,385.2631578947368
0,4671.0,390.44444444444446
0,4734.0,427.1578947368421
0,4735.0,428.1578947368421
0,4741.0,435.8888888888889
0,4759.0,390.5238095238095
0,4778.0,409.5238095238095
0,4783.0,414.5238095238095
0,4795.0,437.0
0,4801.0,460.77777777777777
0,4808.0,491.6470588235294
0,4829.0,512.6470588235294
0,4837.0,518.375
0,4840.0,521.375
0,4842.0,523.375
0,4844.0,525.375
0,4865.0,546.375
0,4867.0,548.375
0,4873.0,556.9333333333333
0,4882.0,527.0666666666667
0,4892.0,537.0666666666667
0,4906.0,564.5
0,4912.0,592.3846153846154
0,4933.0,613.3846153846154
0,4951.0,559.7857142857143
0,4954.0,562.7857142857143
0,4974.0,582.7857142857143
0,4980.0,549.0
0,4983.0,552.0
0,4989.0,561.2307692307693
0,4990.0,562.2307692307693
0,5018.0,497.73333333333335
0,5035.0,476.3333333333333
0,5050.0,225.78571428571428
0,5075.0,214.35714285714286
0,5079.0,218.35714285714286
0,5087.0,196.21428571428572
0,5090.0,199.21428571428572
0,5094.0,189.93333333333334
0,5113.0,187.5
0,5116.0,190.5
0,5151.0,186.35714285714286
0,5185.0,207.33333333333334
0,5194.0,216.33333333333334
0,5202.0,225.64285714285714
0,5207.0,215.6
0,5214.0,196.71428571428572
0,5221.0,190.4
0,5226.0,197.78571428571428
0,5251.0,197.93333333333334
0,5257.0,191.5
0,5258.0,192.5
0,5263.0,197.5
0,5278.0,180.05263157894737
0,5346.0,189.1304347826087
0,5377.0,228.54545454545453
0,5401.0,239.71428571428572
0,5426.0,225.47826086956522
0,5443.0,233.08695652173913
0,5448.0,241.54545454545453
0,5450.0,243.54545454545453
0,5456.0,249.54545454545453
0,5460.0,232.5
0,5461.0,233.5
0,5481.0,203.84
0,5513.0,218.625
0,5514.0,219.625
0,5532.0,225.69565217391303
0,5536.0,229.69565217391303
0,5553.0,212.0
0,5585.0,234.64
0,5597.0,233.12
0,5608.0,235.625
0,5622.0,253.91304347826087
0,5635.0,256.1666666666667
0,5642.0,240.375
0,5645.0,243.375
0,5649.0,248.7391304347826
0,5656.0,243.5909090909091
0,5658.0,235.0
0,5679.0,250.5909090909091
0,5688.0,252.0952380952381
0,5716.0,245.0
0,5732.0,258.1363636363636
0,5737.0,252.04761904761904
0,5749.0,242.0
0,5764.0,246.6818181818182
0,5775.0,257.6818181818182
0,5782.0,264.6818181818182
0,5786.0,257.04347826086956
0,5800.0,225.2608695652174
0,5832.0,225.25
0,5838.0,212.25
0,5840.0,214.25
0,5842.0,216.25
0,5845.0,210.6
0,5853.0,222.45833333333334
0,5878.0,254.17391304347825
0,5881.0,257.17391304347825
0,5893.0,258.6818181818182
0,5902.0,267.6818181818182
0,5937.0,257.75
0,5949.0,269.75
0,5950.0,270.75
0,5959.0,268.30434782608694
0,5961.0,270.30434782608694
0,5963.0,269.8636363636364
0,5965.0,271.8636363636364
0,5966.0,272.8636363636364
0,5974.0,274.15
0,5986.0,296.2105263157895
0,5995.0,276.6666666666667
0,6001.0,274.05
0,6027.0,251.05
0,6034.0,258.05
0,6039.0,263.05
0,6046.0,259.4736842105263
0,6072.0,244.0
0,6081.0,235.10526315789474
0,6086.0,219.33333333333334
0,6087.0,220.33333333333334
0,6114.0,213.8421052631579
0,6123.0,207.61111111111111
0,6132.0,216.61111111111111
0,6133.0,217.61111111111111
0,6142.0,215.33333333333334
0,6157.0,230.33333333333334
0,6184.0,214.0909090909091
0,6190.0,199.77272727272728
0,6206.0,203.71428571428572
0,6219.0,223.55
0,6229.0,223.52631578947367
0,6239.0,200.8
0,6242.0,203.8
0,6280.0,228.1578947368421
0,6291.0,238.73684210526315
0,6293.0,240.73684210526315
0,6304.0,225.05263157894737
0,6308.0,229.05263157894737
0,6313.0,227.0
0,6323.0,224.05555555555554
0,6361.0,232.26315789473685
0,6373.0,222.04761904761904
0,6378.0,216.8181818181818
